subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
50,EC_subj,pokemon,b,0,cs_50_neg_none,2_mittel.png,neg,critical,50,none,4,2417419,2421510
50,EC_subj,pokemon,b,1,control_1000_neg_none,17_mittel.png,neg,control,1000,none,6,2423820,2427291
50,EC_subj,pokemon,b,2,filler_1000_neu_none_1,9_mittel.png,neu,filler,1000,none,17,2429599,2432290
50,EC_subj,pokemon,b,3,cs_40_pos_none,5_mittel.png,pos,critical,40,none,17,2434600,2437562
50,EC_subj,pokemon,b,4,filler_50_neu_none,24_mittel.png,neu,filler,50,none,12,2439872,2441995
50,EC_subj,pokemon,b,5,control_1000_neg_none_2,23_mittel.png,neg,control,1000,none,19,2444306,2446284
50,EC_subj,pokemon,b,6,filler_1000_neu_none_2,18_mittel.png,neu,filler,1000,none,11,2448592,2451099
50,EC_subj,pokemon,b,7,control_1000_pos_none_2,25_mittel.png,pos,control,1000,none,2,2453410,2456697
50,EC_subj,pokemon,b,8,cs_50_neg_task,16_mittel.png,neg,critical,50,subjective,4,2459007,2461835
50,EC_subj,pokemon,b,9,filler_40_neu_none,39_mittel.png,neu,filler,40,none,8,2464145,2466378
50,EC_subj,pokemon,b,10,cs_40_neg_none,37_mittel.png,neg,critical,40,none,1,2468689,2473993
50,EC_subj,pokemon,b,11,filler_50_neu_task,11_mittel.png,neu,filler,50,subjective,15,2476304,2480722
50,EC_subj,pokemon,b,12,control_1000_pos_none,22_mittel.png,pos,control,1000,none,19,2483030,2485427
50,EC_subj,pokemon,b,13,filler_40_neu_task,4_mittel.png,neu,filler,40,subjective,12,2487738,2489748
50,EC_subj,pokemon,b,14,cs_40_pos_task,7_mittel.png,pos,critical,40,subjective,8,2492060,2494697
50,EC_subj,pokemon,b,15,cs_50_pos_task,10_mittel.png,pos,critical,50,subjective,5,2497008,2499892
50,EC_subj,pokemon,b,16,cs_40_neg_task,40_mittel.png,neg,critical,40,subjective,6,2502201,2506272
50,EC_subj,pokemon,b,17,cs_50_pos_none,15_mittel.png,pos,critical,50,none,9,2508583,2510885
