subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
4,0,1,1,EC_only,nonword,a,critical,50,neg,none,csfirst,left,right,yes,cs_50_neg_task,some us,tafta,Krieg,word,word,maskedcs,us,#969696,1500,maske_6.png,maske_11.png,no,no,no,250,NA,NA,NA,NA,NA,165313,166214,166317,166369,166421,NA,NA,NA,NA,NA,NA,NA,167923
4,1,1,1,EC_only,nonword,a,cs_w_us,50,neutral,none,usfirst,left,right,yes,filler_50_neu_task,some us,roosle,Klinke,word,word,maskedcs,us,#969696,0,maske_9.png,maske_10.png,yes_left,no,no,250,NA,NA,NA,NA,168936,169838,170739,170842,170895,NA,NA,NA,NA,NA,NA,NA,NA,170947
4,2,1,1,EC_only,nonword,a,cswcs,50,none,none,csfirst,left,right,yes,filler_50_neu_task,o_filler_1000_neu_none_1,roosle,4_mittel.png,word,picture,maskedcs,controlcs,#969696,1500,maske_7.png,maske_4.png,no,yes_right,no,250,NA,NA,NA,NA,NA,171950,172852,172954,173006,173058,NA,NA,NA,NA,NA,NA,NA,174560
4,3,1,1,EC_only,nonword,a,us_w_us,999,neu-neu,none,none,none,both,no,none,none,neu2620.png,Knopf,picture,word,us,us,#000000,999,maske_8.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,175491,NA,NA,NA,NA,NA,NA,NA,NA,NA,177493
4,4,1,1,EC_only,nonword,a,critical,40,pos,none,usfirst,right,left,yes,cs_40_pos_none,some us,8420.png,hesire,picture,word,us,maskedcs,#969696,0,maske_7.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,178660,179562,180463,180566,180608,NA,NA,NA,NA,NA,NA,NA,NA,180660
4,5,1,1,EC_only,nonword,a,critical,40,neg,none,usfirst,right,left,yes,cs_40_neg_none,some us,Finsternis,coskie,word,word,us,maskedcs,#969696,0,maske_5.png,maske_4.png,no,no,no,250,NA,NA,NA,NA,181666,182569,183470,183573,183615,NA,NA,NA,NA,NA,NA,NA,NA,183667
4,6,1,1,EC_only,nonword,a,cs_alone,50,none,none,none,left,none,yes,filler_50_neu_task,none,roosle,none,word,none,maskedcs,none,#969696,999,maske_12.png,maske_2.png,yes_left,no,no,250,NA,NA,NA,NA,NA,184564,185465,185568,185620,NA,NA,NA,NA,NA,NA,NA,NA,185672
4,7,1,1,EC_only,nonword,a,cswcs,50,none,none,csfirst,right,left,yes,o_filler_50_neu_none,filler_1000_neu_none_2,tavoo,5_mittel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_6.png,fmaske_8.png,no,yes_left,no,1000,NA,NA,NA,NA,NA,186662,187563,187666,187718,187770,NA,NA,NA,NA,NA,NA,NA,189272
4,8,1,1,EC_only,nonword,a,cs_w_us,1000,neutral,none,csfirst,left,right,no,o_filler_1000_neu_none_2,some us,2_mittel.png,Klinke,picture,word,controlcs,us,#000000,600,fmaske_8.png,fmaske_10.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,190189,NA,191191,NA,NA,NA,NA,NA,NA,NA,191794
4,9,1,1,EC_only,nonword,a,us_alone,999,neg,none,none,none,left,no,none,none,9400.png,none,picture,none,us,none,#000000,999,maske_12.png,maske_8.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,192697,NA,NA,NA,NA,NA,NA,NA,NA,NA,194699
