subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_objective_task,obt_1,obt_2,obt_3,obt_4,obt_5,obt_6,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,time_blank_end
70,0,1,EC_subj,nonword,a,cs_alone,70,none,none,none,right,none,yes,filler_50_neu_task,none,none,itafy,none,word,none,maskedcs,#969696,999,maske_7.png,maske_6.png,yes_right,no,yes,0,None,2574402,2575533,2577433,NA,2574405,2575306,2575409,2575480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2577435
70,1,1,EC_subj,nonword,a,us_alone,999,neg,none,none,none,left,no,none,none,Not,none,word,none,us,none,#000000,999,maske_5.png,maske_11.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2578068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580071
70,2,1,EC_subj,nonword,a,us_alone,999,neg,none,none,none,right,no,none,none,none,9342.png,none,picture,none,us,#000000,999,maske_7.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2580741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2582743
70,3,1,EC_subj,nonword,a,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_2,coskie,makan,word,word,maskedcs,controlcs,#969696,1500,maske_10.png,maske_4.png,yes_left,no,no,1000,NA,NA,NA,NA,NA,2583533,2584434,2584537,2584589,2584641,2586141,minair,coskie,pubio,trelle,zillie,avouco,yes,no,no,no,no,no,2594322
70,4,1,EC_subj,nonword,a,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,2057.png,naptor,picture,word,us,controlcs,#000000,0,maske_5.png,maske_5.png,no,no,no,1000,NA,NA,NA,NA,2595089,NA,NA,2596092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597094
70,5,1,EC_subj,nonword,a,critical,50,neg,objective,csfirst,left,right,yes,cs_50_neg_none,some us,trelle,Not,word,word,maskedcs,us,#969696,1500,maske_5.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,NA,2597829,2598730,2598833,2598885,2598937,2600439,minair,pubio,trelle,avouco,zillie,coskie,no,no,no,no,yes,no,2602627
70,6,1,EC_subj,nonword,a,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none,some us,altine,2710.png,word,picture,controlcs,us,#000000,600,maske_1.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2603432,NA,2604434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2605036
70,7,1,EC_subj,nonword,a,us_alone,999,neutral,none,none,none,right,no,none,none,none,neu7000.png,none,picture,none,us,#000000,999,maske_10.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2605696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607698
70,8,1,EC_subj,nonword,a,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_2,coskie,makan,word,word,maskedcs,controlcs,#969696,1500,maske_5.png,maske_4.png,yes_left,no,no,1000,NA,NA,NA,NA,NA,2608488,2609389,2609492,2609544,2609596,2611096,coskie,zillie,trelle,pubio,minair,avouco,no,no,no,no,yes,no,2612930
70,9,1,EC_subj,nonword,a,cs_w_us,40,neutral,objective,usfirst,right,left,yes,filler_40_neu_none,some us,Sessel,hesire,word,word,us,maskedcs,#969696,0,maske_1.png,maske_3.png,no,no,no,1000,NA,NA,NA,NA,2613690,2614591,2615493,2615596,2615638,NA,2615688,babit,parlic,tafta,seloom,hesire,lobee,yes,no,no,no,no,no,2618770
