subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
63,EC_only,nonword,a,0,control_1000_pos_none_2,altine,pos,control,1000,none,17,2221208,2226999
63,EC_only,nonword,a,1,filler_1000_neu_none_2,tafta,neu,filler,1000,none,14,2229332,2232463
63,EC_only,nonword,a,2,cs_40_pos_task,seloom,pos,critical,40,none,2,2234785,2238360
63,EC_only,nonword,a,3,cs_50_pos_none,avouco,pos,critical,50,none,5,2240682,2243742
63,EC_only,nonword,a,4,filler_40_neu_none,pubio,neu,filler,40,none,16,2246072,2249231
63,EC_only,nonword,a,5,control_1000_neg_none_2,babit,neg,control,1000,none,6,2251551,2253998
63,EC_only,nonword,a,6,cs_50_pos_task,zillie,pos,critical,50,none,11,2256320,2259368
63,EC_only,nonword,a,7,filler_50_neu_task,coskie,neu,filler,50,none,5,2261687,2264248
63,EC_only,nonword,a,8,cs_40_neg_none,minair,neg,critical,40,none,4,2266570,2271988
63,EC_only,nonword,a,9,cs_40_neg_task,parlic,neg,critical,40,none,8,2274310,2277670
63,EC_only,nonword,a,10,filler_1000_neu_none_1,makan,neu,filler,1000,none,5,2280005,2282430
63,EC_only,nonword,a,11,filler_40_neu_task,hesire,neu,filler,40,none,10,2284753,2288111
63,EC_only,nonword,a,12,cs_50_neg_none,roosle,neg,critical,50,none,8,2290433,2292639
63,EC_only,nonword,a,13,control_1000_neg_none,tavoo,neg,control,1000,none,4,2294962,2297574
63,EC_only,nonword,a,14,control_1000_pos_none,naptor,pos,control,1000,none,6,2299898,2302280
63,EC_only,nonword,a,15,filler_50_neu_none,teutos,neu,filler,50,none,10,2304605,2308910
63,EC_only,nonword,a,16,cs_50_neg_task,trelle,neg,critical,50,none,12,2311230,2312944
63,EC_only,nonword,a,17,cs_40_pos_none,lobee,pos,critical,40,none,4,2315267,2318743
