subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
46,EC_only,pokemon,b,0,cs_40_pos_none,25_mittel.png,pos,critical,40,none,no,yes,no,no,2446629,2453673
46,EC_only,pokemon,b,1,filler_40_neu_none,37_mittel.png,neu,filler,40,none,yes,no,no,no,2454990,2457009
46,EC_only,pokemon,b,2,cs_50_neg_task,11_mittel.png,neg,critical,50,none,no,no,no,yes,2458323,2460618
46,EC_only,pokemon,b,3,control_1000_pos_none,9_mittel.png,pos,control,1000,none,no,no,yes,no,2461932,2469449
46,EC_only,pokemon,b,4,control_1000_neg_none_2,5_mittel.png,neg,control,1000,none,no,yes,no,no,2470764,2475794
46,EC_only,pokemon,b,5,control_1000_pos_none_2,18_mittel.png,pos,control,1000,none,no,no,no,yes,2477107,2480505
46,EC_only,pokemon,b,6,cs_40_neg_task,17_mittel.png,neg,critical,40,none,no,no,yes,no,2481819,2486770
46,EC_only,pokemon,b,7,cs_50_neg_none,24_mittel.png,neg,critical,50,none,no,no,no,yes,2488084,2490257
46,EC_only,pokemon,b,8,filler_50_neu_none,15_mittel.png,neu,filler,50,none,no,no,yes,no,2491571,2494714
46,EC_only,pokemon,b,9,cs_50_pos_none,39_mittel.png,pos,critical,50,none,no,no,yes,no,2496028,2498042
46,EC_only,pokemon,b,10,filler_50_neu_task,10_mittel.png,neu,filler,50,none,no,no,no,yes,2499357,2501281
46,EC_only,pokemon,b,11,filler_1000_neu_none_1,16_mittel.png,neu,filler,1000,none,yes,no,no,no,2502596,2505577
46,EC_only,pokemon,b,12,cs_50_pos_task,4_mittel.png,pos,critical,50,none,no,yes,no,no,2506890,2509921
46,EC_only,pokemon,b,13,cs_40_pos_task,22_mittel.png,pos,critical,40,none,yes,no,no,no,2511235,2512761
46,EC_only,pokemon,b,14,cs_40_neg_none,23_mittel.png,neg,critical,40,none,no,no,yes,no,2514076,2515594
46,EC_only,pokemon,b,15,control_1000_neg_none,7_mittel.png,neg,control,1000,none,yes,no,no,no,2516907,2525513
46,EC_only,pokemon,b,16,filler_1000_neu_none_2,2_mittel.png,neu,filler,1000,none,yes,no,no,no,2526836,2528770
46,EC_only,pokemon,b,17,filler_40_neu_task,40_mittel.png,neu,filler,40,none,no,yes,no,no,2530084,2531226
