subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
53,EC_subj,nonword,a,0,cs_50_pos_task,makan,pos,critical,50,subjective,Brief,word,2340.png,8170.png,1440.png,Brief,Meer,Wärme,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,3152202,3174934
53,EC_subj,nonword,a,1,filler_50_neu_none,altine,neu,filler,50,none,neu2635.png,picture,neu7080.png,neu2635.png,neu2575.png,Schrank,Lampe,Linie,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,3176313,3184187
53,EC_subj,nonword,a,2,control_1000_pos_none,parlic,pos,control,1000,none,Sommer,word,5629.png,2071.png,5910.png,Wiese,Bücher,Sommer,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,3185559,3195188
53,EC_subj,nonword,a,3,cs_50_neg_task,seloom,neg,critical,50,subjective,Mühe,word,9435.png,9342.png,2276.png,Mühe,Absturz,Finsternis,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,3196580,3200530
53,EC_subj,nonword,a,4,cs_50_pos_none,tafta,pos,critical,50,none,2660.png,picture,2080.png,7470.png,2660.png,Familie,Blume,Lachen,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,3201934,3208946
53,EC_subj,nonword,a,5,control_1000_neg_none_2,avouco,neg,control,1000,none,Gemeinheit,word,9430.png,9520.png,6530.png,Mord,Geschwür,Gemeinheit,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,3210326,3225183
53,EC_subj,nonword,a,6,cs_40_neg_none,teutos,neg,critical,40,none,9342.png,picture,9280.png,9342.png,2276.png,Wahnsinn,Finsternis,Mord,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,3226564,3239066
53,EC_subj,nonword,a,7,control_1000_pos_none_2,minair,pos,control,1000,none,2071.png,picture,8370.png,2071.png,2057.png,Licht,Fete,Natur,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,3240443,3247060
53,EC_subj,nonword,a,8,control_1000_neg_none,zillie,neg,control,1000,none,Absturz,word,9220.png,9421.png,9331.png,Waffe,Gemeinheit,Absturz,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,3248455,3257494
53,EC_subj,nonword,a,9,filler_50_neu_task,naptor,neu,filler,50,subjective,neu7233.png,picture,neu7233.png,neu2575.png,neu7000.png,Dach,Schrank,Kreis,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,3258871,3266348
53,EC_subj,nonword,a,10,cs_40_pos_none,pubio,pos,critical,40,none,5910.png,picture,5910.png,1650.png,2900.2.png,Romantik,Fete,Paradies,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,3267734,3273842
53,EC_subj,nonword,a,11,filler_1000_neu_none_2,babit,neu,filler,1000,none,Klinke,word,neu2220.png,neu7233.png,neu2487.png,Klinke,Lampe,Sessel,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,3275214,3286132
53,EC_subj,nonword,a,12,cs_40_neg_task,coskie,neg,critical,40,subjective,9342.png,picture,9342.png,9920.png,9041.png,Sucht,Ekel,Pest,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,3287532,3291098
53,EC_subj,nonword,a,13,filler_40_neu_none,roosle,neu,filler,40,none,Klinke,word,neu5395.png,neu1616.png,neu7830.png,Bein,Klinke,Hand,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,3292489,3301244
53,EC_subj,nonword,a,14,cs_50_neg_none,lobee,neg,critical,50,none,6020.png,picture,9432.png,6020.png,9006.png,Unglück,Stress,Hektik,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,3302637,3308940
53,EC_subj,nonword,a,15,cs_40_pos_task,hesire,pos,critical,40,subjective,2057.png,picture,2080.png,2057.png,5629.png,Kinder,Geburt,Kuss,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,3310326,3317796
53,EC_subj,nonword,a,16,filler_1000_neu_none_1,tavoo,neu,filler,1000,none,neu2580.png,picture,neu5510.png,neu2580.png,neu2635.png,Hand,Linie,Wand,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,3319169,3325844
53,EC_subj,nonword,a,17,filler_40_neu_task,trelle,neu,filler,40,subjective,Linie,word,neu5395.png,neu1616.png,neu5731.png,Hand,Klinke,Linie,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,3327232,3332916
