phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,57,17.png,positive,(pos),15
globalratings,57,12.png,positive,negative,9
globalratings,57,4.png,positive,positive,15
globalratings,57,26.png,negative,negative,11
globalratings,57,21.png,positive,negative,13
globalratings,57,5.png,(neg),negative,17
globalratings,57,3.png,negative,negative,10
globalratings,57,24.png,negative,positive,9
globalratings,57,18.png,negative,(neg),9
globalratings,57,7.png,negative,positive,14
globalratings,57,11.png,positive,positive,16
globalratings,57,9.png,(pos),positive,16
c2ratings,57,21.png,positive,negative,13
c2ratings,57,4.png,positive,positive,15
c2ratings,57,3.png,negative,negative,15
c2ratings,57,12.png,positive,negative,11
c2ratings,57,24.png,negative,positive,17
c2ratings,57,26.png,negative,negative,10
c2ratings,57,7.png,negative,positive,13
c2ratings,57,18.png,negative,(neg),12
c2ratings,57,11.png,positive,positive,17
c2ratings,57,9.png,(pos),positive,17
c2ratings,57,17.png,positive,(pos),17
c2ratings,57,5.png,(neg),negative,18
c1ratings,57,24.png,negative,positive,17
c1ratings,57,12.png,positive,negative,11
c1ratings,57,5.png,(neg),negative,18
c1ratings,57,18.png,negative,(neg),12
c1ratings,57,21.png,positive,negative,8
c1ratings,57,17.png,positive,(pos),16
c1ratings,57,9.png,(pos),positive,17
c1ratings,57,4.png,positive,positive,14
c1ratings,57,7.png,negative,positive,17
c1ratings,57,11.png,positive,positive,17
c1ratings,57,3.png,negative,negative,11
c1ratings,57,26.png,negative,negative,9
