c2memory,101,5.png,negative,positive,no,no,yes,no,no,no,yes,no,
c2memory,101,17.png,positive,negative,no,no,yes,no,no,yes,no,no,
c2memory,101,21.png,positive,positive,no,no,yes,no,yes,no,no,no,
c2memory,101,10.png,positive,(pos),no,no,yes,no,no,no,yes,no,
c2memory,101,4.png,negative,negative,no,no,yes,no,yes,no,no,no,
c2memory,101,8.png,(neg),negative,no,no,yes,no,no,yes,no,no,
c2memory,101,12.png,(pos),positive,no,no,yes,no,no,no,yes,no,
c2memory,101,14.png,negative,negative,no,no,yes,no,yes,no,no,no,
c2memory,101,23.png,negative,(neg),no,no,yes,no,no,yes,no,no,
c2memory,101,18.png,positive,negative,no,no,yes,no,no,no,yes,no,
c2memory,101,9.png,positive,positive,no,no,yes,no,no,no,no,yes,
c2memory,101,3.png,negative,positive,no,no,no,yes,no,no,no,yes,
c1memory,101,23.png,negative,(neg),yes,no,no,no,no,no,no,yes,
c1memory,101,4.png,negative,negative,no,no,yes,no,no,no,no,yes,
c1memory,101,21.png,positive,positive,no,yes,no,no,yes,no,no,no,
c1memory,101,8.png,(neg),negative,no,no,yes,no,no,no,no,yes,
c1memory,101,10.png,positive,(pos),no,no,yes,no,no,no,no,yes,
c1memory,101,17.png,positive,negative,no,no,yes,no,no,yes,no,no,
c1memory,101,3.png,negative,positive,no,no,yes,no,yes,no,no,no,
c1memory,101,5.png,negative,positive,no,no,yes,no,no,yes,no,no,
c1memory,101,9.png,positive,positive,no,no,yes,no,no,no,no,yes,
c1memory,101,14.png,negative,negative,no,no,yes,no,no,no,no,yes,
c1memory,101,12.png,(pos),positive,no,no,yes,no,no,yes,no,no,
c1memory,101,18.png,positive,negative,no,no,yes,no,yes,no,no,no,
