c2memory,53,20.png,negative,negative,no,no,no,yes,no,no,no,yes,
c2memory,53,3.png,negative,(neg),no,no,no,yes,no,yes,no,no,
c2memory,53,14.png,(neg),negative,no,no,no,yes,no,no,yes,no,
c2memory,53,1.png,positive,positive,no,no,no,yes,no,no,no,yes,
c2memory,53,11.png,positive,negative,no,no,no,yes,no,no,yes,no,
c2memory,53,21.png,negative,negative,no,no,no,yes,no,no,no,yes,
c2memory,53,26.png,negative,positive,no,no,no,yes,no,no,yes,no,
c2memory,53,8.png,negative,positive,no,no,no,yes,no,yes,no,no,
c2memory,53,9.png,(pos),positive,no,no,no,yes,no,no,yes,no,
c2memory,53,24.png,positive,(pos),no,no,no,yes,no,no,no,yes,
c2memory,53,7.png,positive,negative,no,no,no,yes,no,no,no,yes,
c2memory,53,5.png,positive,positive,no,no,no,yes,yes,no,no,no,
c1memory,53,1.png,positive,positive,no,no,no,yes,no,no,yes,no,
c1memory,53,7.png,positive,negative,no,no,no,yes,yes,no,no,no,
c1memory,53,5.png,positive,positive,no,no,no,yes,yes,no,no,no,
c1memory,53,24.png,positive,(pos),no,no,no,yes,no,no,no,yes,
c1memory,53,3.png,negative,(neg),no,no,no,yes,no,yes,no,no,
c1memory,53,14.png,(neg),negative,no,no,no,yes,no,yes,no,no,
c1memory,53,20.png,negative,negative,no,no,no,yes,no,no,yes,no,
c1memory,53,8.png,negative,positive,no,no,no,yes,no,no,yes,no,
c1memory,53,11.png,positive,negative,no,no,no,yes,no,yes,no,no,
c1memory,53,26.png,negative,positive,no,no,no,yes,yes,no,no,no,
c1memory,53,9.png,(pos),positive,no,no,no,yes,no,no,no,yes,
c1memory,53,21.png,negative,negative,no,no,no,yes,no,no,no,yes,
