phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,53,5.png,positive,positive,18
globalratings,53,1.png,positive,positive,8
globalratings,53,11.png,positive,negative,6
globalratings,53,3.png,negative,(neg),9
globalratings,53,9.png,(pos),positive,9
globalratings,53,8.png,negative,positive,2
globalratings,53,7.png,positive,negative,15
globalratings,53,21.png,negative,negative,15
globalratings,53,26.png,negative,positive,11
globalratings,53,20.png,negative,negative,16
globalratings,53,14.png,(neg),negative,8
globalratings,53,24.png,positive,(pos),8
c2ratings,53,20.png,negative,negative,14
c2ratings,53,8.png,negative,positive,1
c2ratings,53,1.png,positive,positive,3
c2ratings,53,9.png,(pos),positive,6
c2ratings,53,5.png,positive,positive,13
c2ratings,53,3.png,negative,(neg),13
c2ratings,53,11.png,positive,negative,9
c2ratings,53,21.png,negative,negative,13
c2ratings,53,26.png,negative,positive,8
c2ratings,53,14.png,(neg),negative,8
c2ratings,53,7.png,positive,negative,12
c2ratings,53,24.png,positive,(pos),8
c1ratings,53,11.png,positive,negative,7
c1ratings,53,21.png,negative,negative,16
c1ratings,53,5.png,positive,positive,17
c1ratings,53,3.png,negative,(neg),17
c1ratings,53,8.png,negative,positive,6
c1ratings,53,1.png,positive,positive,6
c1ratings,53,7.png,positive,negative,17
c1ratings,53,24.png,positive,(pos),10
c1ratings,53,26.png,negative,positive,10
c1ratings,53,9.png,(pos),positive,9
c1ratings,53,14.png,(neg),negative,6
c1ratings,53,20.png,negative,negative,17
