c2memory,46,8.png,positive,positive,no,yes,no,no,yes,no,no,no,
c2memory,46,4.png,positive,negative,yes,no,no,no,no,no,yes,no,
c2memory,46,14.png,negative,negative,yes,no,no,no,no,yes,no,no,
c2memory,46,26.png,negative,positive,yes,no,no,no,yes,no,no,no,
c2memory,46,17.png,negative,negative,yes,no,no,no,no,no,yes,no,
c2memory,46,3.png,(neg),negative,yes,no,no,no,no,no,no,yes,
c2memory,46,9.png,positive,positive,yes,no,no,no,no,yes,no,no,
c2memory,46,12.png,(pos),positive,yes,no,no,no,no,no,yes,no,
c2memory,46,18.png,positive,negative,yes,no,no,no,no,yes,no,no,
c2memory,46,7.png,negative,positive,yes,no,no,no,yes,no,no,no,
c2memory,46,5.png,negative,(neg),yes,no,no,no,no,no,no,yes,
c2memory,46,11.png,positive,(pos),yes,no,no,no,no,no,no,yes,
c1memory,46,4.png,positive,negative,no,yes,no,no,no,no,yes,no,
c1memory,46,11.png,positive,(pos),no,yes,no,no,no,no,no,yes,
c1memory,46,5.png,negative,(neg),yes,no,no,no,no,no,no,yes,
c1memory,46,26.png,negative,positive,no,no,yes,no,no,no,no,yes,
c1memory,46,12.png,(pos),positive,yes,no,no,no,no,no,no,yes,
c1memory,46,7.png,negative,positive,yes,no,no,no,no,yes,no,no,
c1memory,46,8.png,positive,positive,yes,no,no,no,no,no,yes,no,
c1memory,46,3.png,(neg),negative,yes,no,no,no,no,no,no,yes,
c1memory,46,18.png,positive,negative,yes,no,no,no,yes,no,no,no,
c1memory,46,9.png,positive,positive,no,yes,no,no,yes,no,no,no,
c1memory,46,14.png,negative,negative,yes,no,no,no,no,no,no,yes,
c1memory,46,17.png,negative,negative,yes,no,no,no,no,no,no,yes,
