phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,66,23.png,positive,(pos),9
globalratings,66,9.png,(pos),positive,9
globalratings,66,7.png,positive,negative,16
globalratings,66,5.png,negative,positive,15
globalratings,66,8.png,negative,(neg),9
globalratings,66,21.png,positive,positive,9
globalratings,66,4.png,positive,positive,10
globalratings,66,26.png,positive,negative,6
globalratings,66,20.png,negative,negative,14
globalratings,66,10.png,negative,negative,9
globalratings,66,3.png,(neg),negative,9
globalratings,66,24.png,negative,positive,9
c2ratings,66,5.png,negative,positive,15
c2ratings,66,24.png,negative,positive,12
c2ratings,66,26.png,positive,negative,5
c2ratings,66,21.png,positive,positive,9
c2ratings,66,3.png,(neg),negative,9
c2ratings,66,4.png,positive,positive,11
c2ratings,66,20.png,negative,negative,15
c2ratings,66,9.png,(pos),positive,10
c2ratings,66,10.png,negative,negative,9
c2ratings,66,7.png,positive,negative,17
c2ratings,66,23.png,positive,(pos),10
c2ratings,66,8.png,negative,(neg),9
c1ratings,66,24.png,negative,positive,9
c1ratings,66,3.png,(neg),negative,9
c1ratings,66,4.png,positive,positive,10
c1ratings,66,23.png,positive,(pos),10
c1ratings,66,8.png,negative,(neg),9
c1ratings,66,21.png,positive,positive,9
c1ratings,66,20.png,negative,negative,13
c1ratings,66,9.png,(pos),positive,10
c1ratings,66,26.png,positive,negative,5
c1ratings,66,5.png,negative,positive,15
c1ratings,66,7.png,positive,negative,17
c1ratings,66,10.png,negative,negative,9
