phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,82,8.png,negative,positive,8
globalratings,82,3.png,negative,negative,8
globalratings,82,24.png,positive,positive,8
globalratings,82,4.png,positive,negative,8
globalratings,82,7.png,positive,negative,8
globalratings,82,23.png,positive,positive,8
globalratings,82,21.png,(neg),negative,8
globalratings,82,18.png,positive,(pos),3
globalratings,82,12.png,negative,(neg),9
globalratings,82,1.png,negative,negative,11
globalratings,82,20.png,negative,positive,16
globalratings,82,5.png,(pos),positive,9
c2ratings,82,18.png,positive,(pos),8
c2ratings,82,24.png,positive,positive,8
c2ratings,82,23.png,positive,positive,8
c2ratings,82,4.png,positive,negative,8
c2ratings,82,8.png,negative,positive,8
c2ratings,82,3.png,negative,negative,8
c2ratings,82,7.png,positive,negative,8
c2ratings,82,1.png,negative,negative,11
c2ratings,82,5.png,(pos),positive,9
c2ratings,82,20.png,negative,positive,9
c2ratings,82,21.png,(neg),negative,8
c2ratings,82,12.png,negative,(neg),8
c1ratings,82,21.png,(neg),negative,12
c1ratings,82,7.png,positive,negative,12
c1ratings,82,20.png,negative,positive,12
c1ratings,82,4.png,positive,negative,12
c1ratings,82,5.png,(pos),positive,12
c1ratings,82,3.png,negative,negative,12
c1ratings,82,24.png,positive,positive,12
c1ratings,82,12.png,negative,(neg),12
c1ratings,82,1.png,negative,negative,12
c1ratings,82,18.png,positive,(pos),12
c1ratings,82,23.png,positive,positive,12
c1ratings,82,8.png,negative,positive,12
