c2memory,51,gogo_2.jpg,negative,positive,no,no,yes,no,yes,no,no,no,
c2memory,51,gogo_12.jpg,positive,positive,no,yes,no,no,no,no,yes,no,
c2memory,51,gogo_20.jpg,positive,negative,no,no,yes,no,no,yes,no,no,
c2memory,51,gogo_16.jpg,positive,(pos),no,yes,no,no,no,yes,no,no,
c2memory,51,gogo_3.jpg,negative,negative,no,no,no,yes,yes,no,no,no,
c2memory,51,gogo_7.jpg,negative,negative,no,yes,no,no,no,no,yes,no,
c2memory,51,gogo_4.jpg,negative,positive,no,yes,no,no,no,yes,no,no,
c2memory,51,gogo_17.jpg,positive,positive,no,yes,no,no,yes,no,no,no,
c2memory,51,gogo_9.jpg,negative,(neg),no,no,yes,no,no,yes,no,no,
c2memory,51,gogo_13.jpg,(neg),negative,no,yes,no,no,no,no,yes,no,
c2memory,51,gogo_5.jpg,positive,negative,yes,no,no,no,yes,no,no,no,
c2memory,51,gogo_6.jpg,(pos),positive,no,yes,no,no,no,no,yes,no,
c1memory,51,gogo_6.jpg,(pos),positive,no,no,no,yes,no,no,yes,no,
c1memory,51,gogo_5.jpg,positive,negative,no,no,no,yes,no,yes,no,no,
c1memory,51,gogo_17.jpg,positive,positive,no,no,no,yes,no,no,yes,no,
c1memory,51,gogo_13.jpg,(neg),negative,no,no,no,yes,no,no,no,yes,
c1memory,51,gogo_3.jpg,negative,negative,no,yes,no,no,no,yes,no,no,
c1memory,51,gogo_4.jpg,negative,positive,no,yes,no,no,no,no,yes,no,
c1memory,51,gogo_7.jpg,negative,negative,no,yes,no,no,yes,no,no,no,
c1memory,51,gogo_9.jpg,negative,(neg),no,no,yes,no,no,no,yes,no,
c1memory,51,gogo_12.jpg,positive,positive,yes,no,no,no,yes,no,no,no,
c1memory,51,gogo_16.jpg,positive,(pos),no,no,no,yes,no,no,no,yes,
c1memory,51,gogo_2.jpg,negative,positive,no,yes,no,no,yes,no,no,no,
c1memory,51,gogo_20.jpg,positive,negative,yes,no,no,no,yes,no,no,no,
