phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,10,23.png,negative,negative,17
globalratings,10,20.png,(neg),negative,16
globalratings,10,10.png,negative,positive,14
globalratings,10,3.png,positive,positive,12
globalratings,10,24.png,negative,positive,12
globalratings,10,14.png,negative,(neg),10
globalratings,10,4.png,(pos),positive,10
globalratings,10,9.png,positive,positive,10
globalratings,10,12.png,positive,(pos),12
globalratings,10,5.png,positive,negative,15
globalratings,10,21.png,positive,negative,8
globalratings,10,1.png,negative,negative,13
c2ratings,10,21.png,positive,negative,9
c2ratings,10,20.png,(neg),negative,14
c2ratings,10,14.png,negative,(neg),11
c2ratings,10,9.png,positive,positive,13
c2ratings,10,5.png,positive,negative,14
c2ratings,10,3.png,positive,positive,9
c2ratings,10,23.png,negative,negative,16
c2ratings,10,4.png,(pos),positive,11
c2ratings,10,1.png,negative,negative,11
c2ratings,10,10.png,negative,positive,11
c2ratings,10,24.png,negative,positive,11
c2ratings,10,12.png,positive,(pos),11
c1ratings,10,24.png,negative,positive,10
c1ratings,10,12.png,positive,(pos),10
c1ratings,10,5.png,positive,negative,10
c1ratings,10,21.png,positive,negative,10
c1ratings,10,10.png,negative,positive,10
c1ratings,10,23.png,negative,negative,15
c1ratings,10,1.png,negative,negative,11
c1ratings,10,9.png,positive,positive,11
c1ratings,10,20.png,(neg),negative,15
c1ratings,10,4.png,(pos),positive,11
c1ratings,10,3.png,positive,positive,9
c1ratings,10,14.png,negative,(neg),10
