c2memory,45,14.png,positive,positive,no,no,yes,no,no,no,yes,no,
c2memory,45,7.png,negative,negative,no,no,yes,no,no,yes,no,no,
c2memory,45,4.png,positive,negative,no,yes,no,no,yes,no,no,no,
c2memory,45,1.png,positive,(pos),no,yes,no,no,no,no,yes,no,
c2memory,45,23.png,positive,negative,no,no,no,yes,no,no,no,yes,
c2memory,45,12.png,(neg),negative,no,no,yes,no,no,no,no,yes,
c2memory,45,21.png,positive,positive,no,yes,no,no,no,no,yes,no,
c2memory,45,3.png,negative,positive,yes,no,no,no,no,no,no,yes,
c2memory,45,10.png,negative,(neg),no,yes,no,no,no,no,no,yes,
c2memory,45,17.png,negative,negative,no,no,no,yes,no,yes,no,no,
c2memory,45,11.png,negative,positive,no,no,no,yes,no,no,yes,no,
c2memory,45,8.png,(pos),positive,no,no,no,yes,yes,no,no,no,
c1memory,45,12.png,(neg),negative,no,no,no,yes,yes,no,no,no,
c1memory,45,11.png,negative,positive,no,no,no,yes,no,yes,no,no,
c1memory,45,4.png,positive,negative,no,no,no,yes,no,no,yes,no,
c1memory,45,1.png,positive,(pos),no,no,no,yes,yes,no,no,no,
c1memory,45,10.png,negative,(neg),no,no,no,yes,no,yes,no,no,
c1memory,45,7.png,negative,negative,no,no,no,yes,no,no,yes,no,
c1memory,45,17.png,negative,negative,no,no,no,yes,yes,no,no,no,
c1memory,45,3.png,negative,positive,no,no,no,yes,no,yes,no,no,
c1memory,45,23.png,positive,negative,no,no,no,yes,no,no,yes,no,
c1memory,45,21.png,positive,positive,no,no,no,yes,yes,no,no,no,
c1memory,45,14.png,positive,positive,no,no,no,yes,no,yes,no,no,
c1memory,45,8.png,(pos),positive,no,no,no,yes,no,no,yes,no,
