c2memory,17,1.png,positive,(pos),no,no,no,yes,no,no,no,yes,
c2memory,17,20.png,positive,positive,no,no,no,yes,no,yes,no,no,
c2memory,17,12.png,positive,positive,no,no,no,yes,yes,no,no,no,
c2memory,17,5.png,negative,positive,yes,no,no,no,yes,no,no,no,
c2memory,17,3.png,negative,negative,no,no,no,yes,no,no,yes,no,
c2memory,17,4.png,negative,positive,no,no,no,yes,yes,no,no,no,
c2memory,17,14.png,(pos),positive,yes,no,no,no,no,no,yes,no,
c2memory,17,21.png,(neg),negative,yes,no,no,no,no,yes,no,no,
c2memory,17,17.png,negative,(neg),no,no,yes,no,no,yes,no,no,
c2memory,17,18.png,negative,negative,no,yes,no,no,no,yes,no,no,
c2memory,17,26.png,positive,negative,no,no,no,yes,no,yes,no,no,
c2memory,17,7.png,positive,negative,no,yes,no,no,no,yes,no,no,
c1memory,17,14.png,(pos),positive,yes,no,no,no,no,no,yes,no,
c1memory,17,7.png,positive,negative,no,no,no,yes,yes,no,no,no,
c1memory,17,1.png,positive,(pos),no,yes,no,no,no,no,yes,no,
c1memory,17,5.png,negative,positive,yes,no,no,no,no,no,yes,no,
c1memory,17,17.png,negative,(neg),no,yes,no,no,no,no,yes,no,
c1memory,17,12.png,positive,positive,no,no,no,yes,no,no,no,yes,
c1memory,17,20.png,positive,positive,yes,no,no,no,no,yes,no,no,
c1memory,17,26.png,positive,negative,no,yes,no,no,no,no,yes,no,
c1memory,17,4.png,negative,positive,yes,no,no,no,no,yes,no,no,
c1memory,17,21.png,(neg),negative,no,yes,no,no,no,no,yes,no,
c1memory,17,18.png,negative,negative,yes,no,no,no,no,no,no,yes,
c1memory,17,3.png,negative,negative,no,yes,no,no,yes,no,no,no,
