c2memory,75,gogo_7.jpg,negative,positive,no,no,yes,no,no,yes,no,no,
c2memory,75,gogo_6.jpg,(neg),negative,yes,no,no,no,no,no,yes,no,
c2memory,75,gogo_5.jpg,positive,negative,no,no,no,yes,no,no,yes,no,
c2memory,75,gogo_20.jpg,positive,positive,yes,no,no,no,yes,no,no,no,
c2memory,75,gogo_4.jpg,negative,(neg),no,no,yes,no,no,no,no,yes,
c2memory,75,gogo_3.jpg,positive,negative,no,no,no,yes,no,yes,no,no,
c2memory,75,gogo_13.jpg,negative,negative,no,no,no,yes,no,no,yes,no,
c2memory,75,gogo_2.jpg,positive,positive,yes,no,no,no,yes,no,no,no,
c2memory,75,gogo_12.jpg,positive,(pos),no,no,no,yes,no,no,yes,no,
c2memory,75,gogo_9.jpg,negative,negative,no,no,no,yes,yes,no,no,no,
c2memory,75,gogo_17.jpg,(pos),positive,no,no,no,yes,no,no,no,yes,
c2memory,75,gogo_16.jpg,negative,positive,no,no,no,yes,yes,no,no,no,
c1memory,75,gogo_17.jpg,(pos),positive,no,no,no,yes,no,no,no,yes,
c1memory,75,gogo_13.jpg,negative,negative,yes,no,no,no,yes,no,no,no,
c1memory,75,gogo_2.jpg,positive,positive,no,no,no,yes,no,no,no,yes,
c1memory,75,gogo_5.jpg,positive,negative,no,no,yes,no,no,no,yes,no,
c1memory,75,gogo_9.jpg,negative,negative,yes,no,no,no,no,yes,no,no,
c1memory,75,gogo_16.jpg,negative,positive,no,no,no,yes,no,yes,no,no,
c1memory,75,gogo_7.jpg,negative,positive,no,no,no,yes,no,no,no,yes,
c1memory,75,gogo_4.jpg,negative,(neg),no,no,no,yes,no,no,no,yes,
c1memory,75,gogo_12.jpg,positive,(pos),yes,no,no,no,yes,no,no,no,
c1memory,75,gogo_20.jpg,positive,positive,yes,no,no,no,no,yes,no,no,
c1memory,75,gogo_6.jpg,(neg),negative,yes,no,no,no,yes,no,no,no,
c1memory,75,gogo_3.jpg,positive,negative,no,no,no,yes,no,no,no,yes,
