phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,114,11.png,(pos),positive,8
globalratings,114,7.png,negative,positive,13
globalratings,114,3.png,positive,negative,6
globalratings,114,12.png,positive,(pos),11
globalratings,114,5.png,(neg),negative,15
globalratings,114,18.png,negative,negative,6
globalratings,114,14.png,positive,negative,9
globalratings,114,20.png,negative,(neg),8
globalratings,114,23.png,negative,negative,13
globalratings,114,24.png,positive,positive,9
globalratings,114,9.png,negative,positive,11
globalratings,114,10.png,positive,positive,5
c2ratings,114,12.png,positive,(pos),11
c2ratings,114,20.png,negative,(neg),7
c2ratings,114,5.png,(neg),negative,16
c2ratings,114,11.png,(pos),positive,12
c2ratings,114,23.png,negative,negative,13
c2ratings,114,7.png,negative,positive,13
c2ratings,114,10.png,positive,positive,7
c2ratings,114,9.png,negative,positive,11
c2ratings,114,3.png,positive,negative,7
c2ratings,114,18.png,negative,negative,6
c2ratings,114,24.png,positive,positive,9
c2ratings,114,14.png,positive,negative,11
c1ratings,114,10.png,positive,positive,10
c1ratings,114,11.png,(pos),positive,11
c1ratings,114,24.png,positive,positive,9
c1ratings,114,9.png,negative,positive,11
c1ratings,114,7.png,negative,positive,13
c1ratings,114,18.png,negative,negative,8
c1ratings,114,5.png,(neg),negative,16
c1ratings,114,20.png,negative,(neg),11
c1ratings,114,23.png,negative,negative,12
c1ratings,114,14.png,positive,negative,12
c1ratings,114,12.png,positive,(pos),14
c1ratings,114,3.png,positive,negative,8
