phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,112,gogo_7.jpg,negative,positive,9
globalratings,112,gogo_20.jpg,positive,negative,9
globalratings,112,gogo_12.jpg,positive,positive,11
globalratings,112,gogo_6.jpg,negative,negative,7
globalratings,112,gogo_4.jpg,positive,(pos),12
globalratings,112,gogo_17.jpg,positive,positive,12
globalratings,112,gogo_2.jpg,(pos),positive,9
globalratings,112,gogo_16.jpg,negative,positive,10
globalratings,112,gogo_5.jpg,positive,negative,10
globalratings,112,gogo_9.jpg,negative,negative,13
globalratings,112,gogo_13.jpg,(neg),negative,5
globalratings,112,gogo_3.jpg,negative,(neg),4
c2ratings,112,gogo_16.jpg,negative,positive,11
c2ratings,112,gogo_17.jpg,positive,positive,12
c2ratings,112,gogo_20.jpg,positive,negative,8
c2ratings,112,gogo_9.jpg,negative,negative,13
c2ratings,112,gogo_5.jpg,positive,negative,13
c2ratings,112,gogo_6.jpg,negative,negative,9
c2ratings,112,gogo_7.jpg,negative,positive,7
c2ratings,112,gogo_13.jpg,(neg),negative,3
c2ratings,112,gogo_4.jpg,positive,(pos),12
c2ratings,112,gogo_12.jpg,positive,positive,11
c2ratings,112,gogo_2.jpg,(pos),positive,8
c2ratings,112,gogo_3.jpg,negative,(neg),5
c1ratings,112,gogo_9.jpg,negative,negative,7
c1ratings,112,gogo_12.jpg,positive,positive,11
c1ratings,112,gogo_17.jpg,positive,positive,11
c1ratings,112,gogo_13.jpg,(neg),negative,7
c1ratings,112,gogo_2.jpg,(pos),positive,9
c1ratings,112,gogo_20.jpg,positive,negative,8
c1ratings,112,gogo_3.jpg,negative,(neg),8
c1ratings,112,gogo_7.jpg,negative,positive,5
c1ratings,112,gogo_4.jpg,positive,(pos),14
c1ratings,112,gogo_16.jpg,negative,positive,14
c1ratings,112,gogo_5.jpg,positive,negative,7
c1ratings,112,gogo_6.jpg,negative,negative,5
