phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,14,9.png,positive,positive,9
globalratings,14,12.png,positive,positive,9
globalratings,14,5.png,negative,positive,9
globalratings,14,21.png,(neg),negative,3
globalratings,14,3.png,(pos),positive,3
globalratings,14,14.png,positive,negative,0
globalratings,14,17.png,negative,negative,9
globalratings,14,26.png,positive,(pos),1
globalratings,14,11.png,negative,negative,2
globalratings,14,24.png,positive,negative,9
globalratings,14,8.png,negative,(neg),16
globalratings,14,23.png,negative,positive,18
c2ratings,14,26.png,positive,(pos),6
c2ratings,14,8.png,negative,(neg),8
c2ratings,14,11.png,negative,negative,0
c2ratings,14,24.png,positive,negative,14
c2ratings,14,5.png,negative,positive,9
c2ratings,14,3.png,(pos),positive,8
c2ratings,14,21.png,(neg),negative,0
c2ratings,14,23.png,negative,positive,18
c2ratings,14,12.png,positive,positive,9
c2ratings,14,17.png,negative,negative,9
c2ratings,14,14.png,positive,negative,4
c2ratings,14,9.png,positive,positive,4
c1ratings,14,11.png,negative,negative,0
c1ratings,14,14.png,positive,negative,0
c1ratings,14,12.png,positive,positive,9
c1ratings,14,26.png,positive,(pos),2
c1ratings,14,23.png,negative,positive,18
c1ratings,14,21.png,(neg),negative,4
c1ratings,14,8.png,negative,(neg),3
c1ratings,14,9.png,positive,positive,3
c1ratings,14,5.png,negative,positive,9
c1ratings,14,17.png,negative,negative,5
c1ratings,14,24.png,positive,negative,9
c1ratings,14,3.png,(pos),positive,5
