phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,2,7.png,positive,positive,9
globalratings,2,8.png,(neg),negative,8
globalratings,2,5.png,positive,positive,8
globalratings,2,1.png,positive,negative,8
globalratings,2,10.png,positive,negative,8
globalratings,2,24.png,negative,(neg),8
globalratings,2,9.png,positive,(pos),10
globalratings,2,14.png,negative,negative,10
globalratings,2,20.png,negative,positive,10
globalratings,2,23.png,(pos),positive,10
globalratings,2,21.png,negative,negative,10
globalratings,2,12.png,negative,positive,13
c2ratings,2,14.png,negative,negative,6
c2ratings,2,23.png,(pos),positive,6
c2ratings,2,9.png,positive,(pos),6
c2ratings,2,20.png,negative,positive,6
c2ratings,2,1.png,positive,negative,6
c2ratings,2,12.png,negative,positive,6
c2ratings,2,24.png,negative,(neg),6
c2ratings,2,10.png,positive,negative,6
c2ratings,2,5.png,positive,positive,6
c2ratings,2,7.png,positive,positive,6
c2ratings,2,8.png,(neg),negative,6
c2ratings,2,21.png,negative,negative,6
c1ratings,2,21.png,negative,negative,10
c1ratings,2,24.png,negative,(neg),10
c1ratings,2,20.png,negative,positive,10
c1ratings,2,1.png,positive,negative,10
c1ratings,2,12.png,negative,positive,10
c1ratings,2,7.png,positive,positive,10
c1ratings,2,5.png,positive,positive,10
c1ratings,2,14.png,negative,negative,10
c1ratings,2,23.png,(pos),positive,10
c1ratings,2,9.png,positive,(pos),10
c1ratings,2,8.png,(neg),negative,10
c1ratings,2,10.png,positive,negative,10
