trials,18,1,1,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,2,negative,paar,17.png,2690.JPG,0,None,1
trials,18,1,3,positive,paar,9.png,2620.JPG,0,None,1
trials,18,1,4,negative,paar,18.png,1019.JPG,0,None,1
trials,18,1,5,negative,paar,18.png,9561.JPG,0,None,1
trials,18,1,6,neutral,paar,7060.JPG,2304.JPG,0,None,1
trials,18,1,7,neutral,paar,2357.JPG,7233.JPG,0,None,1
trials,18,1,8,neutral,single,empty.png,7035.JPG,0,None,1
trials,18,1,9,positive,paar,24.png,1450.JPG,0,None,1
trials,18,1,10,positive,paar,24.png,1333.JPG,0,space,0
trials,18,1,11,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,12,negative,paar,18.png,1275.JPG,0,None,1
trials,18,1,13,positive,paar,5.png,1500.JPG,0,None,1
trials,18,1,14,neutral,paar,25.png,27.png,1,space,1
trials,18,1,15,neutral,single,empty.png,7009.JPG,0,None,1
trials,18,1,16,negative,paar,17.png,9700.JPG,0,None,1
trials,18,1,17,none,single_paar,23.png,empty.png,0,None,1
trials,18,1,18,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,19,negative,paar,11.png,1240.JPG,0,None,1
trials,18,1,20,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,21,neutral,single,7004.JPG,empty.png,0,None,1
trials,18,1,22,negative,paar,11.png,1932.JPG,0,None,1
trials,18,1,23,positive,paar,9.png,2320.JPG,0,None,1
trials,18,1,24,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,25,none,single_paar,23.png,empty.png,0,None,1
trials,18,1,26,negative,paar_single,3.png,9561.JPG,0,None,1
trials,18,1,27,neutral,paar,8500.JPG,7002.JPG,0,None,1
trials,18,1,28,neutral,paar,2.png,7006.JPG,0,None,1
trials,18,1,29,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,30,neutral,single,1670.JPG,empty.png,0,None,1
trials,18,1,31,positive,paar,10.png,4537.JPG,0,None,1
trials,18,1,32,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,33,neutral,single,2357.JPG,empty.png,0,None,1
trials,18,1,34,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,35,positive,paar_single,7.png,2635.JPG,0,None,1
trials,18,1,36,neutral,paar,2510.JPG,2304.JPG,0,None,1
trials,18,1,37,neutral,single,7004.JPG,empty.png,0,None,1
trials,18,1,38,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,39,negative,paar,17.png,2694.JPG,0,None,1
trials,18,1,40,neutral,single,empty.png,7175.JPG,0,None,1
trials,18,1,41,neutral,paar,12.png,13.png,0,None,1
trials,18,1,42,negative,paar,11.png,1030.JPG,0,None,1
trials,18,1,43,negative,paar,20.png,2690.JPG,0,None,1
trials,18,1,44,neutral,single,25.png,empty.png,1,space,1
trials,18,1,45,none,single_paar,14.png,empty.png,0,None,1
trials,18,1,46,positive,paar_single,7.png,4571.JPG,0,None,1
trials,18,1,47,negative,paar,20.png,2810.JPG,0,None,1
trials,18,1,48,positive,paar_single,7.png,2616.JPG,0,None,1
trials,18,1,49,none,single_paar,14.png,empty.png,0,None,1
trials,18,1,50,neutral,paar,22.png,116.jpg,0,None,1
trials,18,1,51,negative,paar_single,3.png,1240.JPG,0,None,1
trials,18,1,52,positive,paar,5.png,1333.JPG,0,None,1
trials,18,1,53,positive,paar,10.png,8320.JPG,0,None,1
trials,18,1,54,none,single_paar,23.png,empty.png,0,None,1
trials,18,1,55,positive,paar,10.png,2320.JPG,0,None,1
trials,18,1,56,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,57,negative,paar_single,3.png,1932.JPG,0,None,1
trials,18,1,58,negative,paar,20.png,2780.JPG,0,None,1
trials,18,1,59,neutral,single,15.png,empty.png,0,None,1
trials,18,1,60,neutral,single,108.jpg,empty.png,0,None,1
trials,18,1,61,neutral,single,empty.png,7000.JPG,0,None,1
trials,18,1,62,positive,paar,24.png,1900.JPG,0,None,1
trials,18,1,63,neutral,paar,114.jpg,4.png,0,None,1
trials,18,1,64,neutral,paar,26.png,7175.JPG,0,None,1
trials,18,1,65,neutral,single,19.png,empty.png,0,None,1
trials,18,1,66,none,single_paar,14.png,empty.png,0,None,1
trials,18,1,67,positive,paar,5.png,1900.JPG,0,None,1
trials,18,1,68,neutral,paar,8.png,2510.JPG,0,None,1
trials,18,1,69,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,70,positive,paar,9.png,4571.JPG,0,None,1
trials,18,1,71,neutral,blank,empty.png,empty.png,0,None,1
trials,18,1,72,neutral,paar,25.png,9561.JPG,1,space,1
trials,18,2,1,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,2,negative,paar,17.png,9230.JPG,0,None,1
trials,18,2,3,positive,paar,5.png,1121.JPG,0,None,1
trials,18,2,4,neutral,single,19.png,empty.png,0,None,1
trials,18,2,5,negative,paar,18.png,1274.JPG,0,None,1
trials,18,2,6,neutral,paar,8500.JPG,7002.JPG,0,None,1
trials,18,2,7,neutral,paar,8.png,2510.JPG,0,None,1
trials,18,2,8,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,9,neutral,single,empty.png,7035.JPG,0,None,1
trials,18,2,10,negative,paar,11.png,1230.JPG,0,None,1
trials,18,2,11,neutral,single,7004.JPG,empty.png,0,None,1
trials,18,2,12,negative,paar,11.png,1274.JPG,0,None,1
trials,18,2,13,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,14,negative,paar_single,3.png,1030.JPG,0,None,1
trials,18,2,15,neutral,paar,114.jpg,4.png,0,None,1
trials,18,2,16,positive,paar,9.png,2616.JPG,0,None,1
trials,18,2,17,positive,paar,24.png,1500.JPG,0,None,1
trials,18,2,18,positive,paar,24.png,1660.JPG,0,None,1
trials,18,2,19,none,single_paar,23.png,empty.png,0,None,1
trials,18,2,20,neutral,paar,12.png,13.png,0,None,1
trials,18,2,21,neutral,paar,22.png,116.jpg,0,None,1
trials,18,2,22,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,23,positive,paar_single,7.png,8311.JPG,0,None,1
trials,18,2,24,neutral,single,empty.png,7009.JPG,0,None,1
trials,18,2,25,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,26,neutral,paar,2357.JPG,7233.JPG,0,None,1
trials,18,2,27,negative,paar,17.png,2681.JPG,0,None,1
trials,18,2,28,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,29,neutral,paar,16.png,27.png,1,space,1
trials,18,2,30,neutral,single,108.jpg,empty.png,0,None,1
trials,18,2,31,neutral,single,2357.JPG,empty.png,0,None,1
trials,18,2,32,neutral,single,empty.png,7000.JPG,0,None,1
trials,18,2,33,none,single_paar,23.png,empty.png,0,None,1
trials,18,2,34,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,35,neutral,paar,2.png,7006.JPG,0,None,1
trials,18,2,36,neutral,single,15.png,empty.png,0,None,1
trials,18,2,37,positive,paar_single,7.png,2435.JPG,0,None,1
trials,18,2,38,negative,paar,11.png,9561.JPG,0,None,1
trials,18,2,39,positive,paar,9.png,8311.JPG,0,None,1
trials,18,2,40,neutral,paar,2510.JPG,2304.JPG,0,None,1
trials,18,2,41,negative,paar,20.png,9230.JPG,0,None,1
trials,18,2,42,neutral,blank,empty.png,empty.png,0,None,1
trials,18,2,43,positive,paar_single,7.png,8320.JPG,0,None,1
trials,18,2,44,negative,paar,18.png,1030.JPG,0,None,1
trials,18,2,45,positive,paar,24.png,1121.JPG,0,None,1
trials,18,2,46,positive,paar,10.png,2620.JPG,0,None,1
trials,18,2,47,none,single_paar,14.png,empty.png,0,None,1
trials,18,2,48,positive,paar,5.png,1450.JPG,0,None,1
