phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,6,20.png,(pos),positive,16
globalratings,6,11.png,(neg),negative,8
globalratings,6,1.png,positive,positive,17
globalratings,6,14.png,positive,positive,5
globalratings,6,7.png,negative,(neg),12
globalratings,6,4.png,negative,negative,7
globalratings,6,17.png,positive,negative,10
globalratings,6,24.png,negative,negative,4
globalratings,6,23.png,positive,(pos),11
globalratings,6,12.png,negative,positive,15
globalratings,6,21.png,positive,negative,15
globalratings,6,10.png,negative,positive,12
c2ratings,6,23.png,positive,(pos),13
c2ratings,6,11.png,(neg),negative,11
c2ratings,6,21.png,positive,negative,15
c2ratings,6,10.png,negative,positive,4
c2ratings,6,14.png,positive,positive,6
c2ratings,6,1.png,positive,positive,16
c2ratings,6,12.png,negative,positive,9
c2ratings,6,17.png,positive,negative,13
c2ratings,6,4.png,negative,negative,9
c2ratings,6,7.png,negative,(neg),13
c2ratings,6,24.png,negative,negative,3
c2ratings,6,20.png,(pos),positive,17
c1ratings,6,1.png,positive,positive,10
c1ratings,6,17.png,positive,negative,11
c1ratings,6,20.png,(pos),positive,16
c1ratings,6,10.png,negative,positive,13
c1ratings,6,4.png,negative,negative,4
c1ratings,6,23.png,positive,(pos),10
c1ratings,6,24.png,negative,negative,9
c1ratings,6,12.png,negative,positive,15
c1ratings,6,11.png,(neg),negative,3
c1ratings,6,14.png,positive,positive,6
c1ratings,6,7.png,negative,(neg),16
c1ratings,6,21.png,positive,negative,7
