phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,69,18.png,positive,negative,14
globalratings,69,7.png,negative,positive,18
globalratings,69,26.png,negative,negative,7
globalratings,69,17.png,negative,(neg),8
globalratings,69,8.png,(pos),positive,7
globalratings,69,9.png,positive,positive,4
globalratings,69,11.png,positive,(pos),10
globalratings,69,12.png,(neg),negative,13
globalratings,69,3.png,positive,positive,14
globalratings,69,23.png,negative,positive,18
globalratings,69,24.png,negative,negative,9
globalratings,69,14.png,positive,negative,7
c2ratings,69,3.png,positive,positive,15
c2ratings,69,11.png,positive,(pos),11
c2ratings,69,9.png,positive,positive,2
c2ratings,69,14.png,positive,negative,6
c2ratings,69,23.png,negative,positive,17
c2ratings,69,7.png,negative,positive,18
c2ratings,69,8.png,(pos),positive,15
c2ratings,69,12.png,(neg),negative,14
c2ratings,69,18.png,positive,negative,6
c2ratings,69,26.png,negative,negative,6
c2ratings,69,24.png,negative,negative,4
c2ratings,69,17.png,negative,(neg),3
c1ratings,69,9.png,positive,positive,10
c1ratings,69,11.png,positive,(pos),7
c1ratings,69,26.png,negative,negative,12
c1ratings,69,23.png,negative,positive,18
c1ratings,69,8.png,(pos),positive,14
c1ratings,69,3.png,positive,positive,16
c1ratings,69,24.png,negative,negative,5
c1ratings,69,17.png,negative,(neg),6
c1ratings,69,7.png,negative,positive,17
c1ratings,69,14.png,positive,negative,9
c1ratings,69,12.png,(neg),negative,17
c1ratings,69,18.png,positive,negative,9
