phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,47,gogo_6.jpg,(neg),negative,9
globalratings,47,gogo_9.jpg,negative,negative,9
globalratings,47,gogo_4.jpg,positive,negative,8
globalratings,47,gogo_17.jpg,positive,positive,10
globalratings,47,gogo_7.jpg,positive,(pos),9
globalratings,47,gogo_12.jpg,negative,positive,11
globalratings,47,gogo_3.jpg,negative,(neg),11
globalratings,47,gogo_20.jpg,positive,positive,11
globalratings,47,gogo_5.jpg,negative,negative,10
globalratings,47,gogo_13.jpg,(pos),positive,7
globalratings,47,gogo_16.jpg,negative,positive,8
globalratings,47,gogo_2.jpg,positive,negative,10
c2ratings,47,gogo_13.jpg,(pos),positive,7
c2ratings,47,gogo_7.jpg,positive,(pos),9
c2ratings,47,gogo_20.jpg,positive,positive,8
c2ratings,47,gogo_5.jpg,negative,negative,9
c2ratings,47,gogo_2.jpg,positive,negative,9
c2ratings,47,gogo_4.jpg,positive,negative,7
c2ratings,47,gogo_9.jpg,negative,negative,9
c2ratings,47,gogo_6.jpg,(neg),negative,9
c2ratings,47,gogo_12.jpg,negative,positive,11
c2ratings,47,gogo_3.jpg,negative,(neg),10
c2ratings,47,gogo_17.jpg,positive,positive,12
c2ratings,47,gogo_16.jpg,negative,positive,8
c1ratings,47,gogo_2.jpg,positive,negative,10
c1ratings,47,gogo_17.jpg,positive,positive,11
c1ratings,47,gogo_9.jpg,negative,negative,9
c1ratings,47,gogo_3.jpg,negative,(neg),10
c1ratings,47,gogo_5.jpg,negative,negative,10
c1ratings,47,gogo_13.jpg,(pos),positive,6
c1ratings,47,gogo_4.jpg,positive,negative,6
c1ratings,47,gogo_12.jpg,negative,positive,10
c1ratings,47,gogo_7.jpg,positive,(pos),10
c1ratings,47,gogo_20.jpg,positive,positive,10
c1ratings,47,gogo_16.jpg,negative,positive,7
c1ratings,47,gogo_6.jpg,(neg),negative,9
