phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,28,gogo_12.jpg,negative,negative,6
globalratings,28,gogo_4.jpg,negative,negative,9
globalratings,28,gogo_2.jpg,negative,positive,11
globalratings,28,gogo_13.jpg,(neg),negative,6
globalratings,28,gogo_16.jpg,positive,positive,8
globalratings,28,gogo_17.jpg,positive,negative,4
globalratings,28,gogo_3.jpg,negative,(neg),5
globalratings,28,gogo_7.jpg,positive,(pos),4
globalratings,28,gogo_9.jpg,positive,positive,7
globalratings,28,gogo_5.jpg,negative,positive,8
globalratings,28,gogo_20.jpg,(pos),positive,9
globalratings,28,gogo_6.jpg,positive,negative,9
c2ratings,28,gogo_13.jpg,(neg),negative,12
c2ratings,28,gogo_3.jpg,negative,(neg),11
c2ratings,28,gogo_12.jpg,negative,negative,8
c2ratings,28,gogo_6.jpg,positive,negative,9
c2ratings,28,gogo_2.jpg,negative,positive,10
c2ratings,28,gogo_7.jpg,positive,(pos),8
c2ratings,28,gogo_17.jpg,positive,negative,6
c2ratings,28,gogo_5.jpg,negative,positive,6
c2ratings,28,gogo_20.jpg,(pos),positive,8
c2ratings,28,gogo_4.jpg,negative,negative,9
c2ratings,28,gogo_9.jpg,positive,positive,10
c2ratings,28,gogo_16.jpg,positive,positive,10
c1ratings,28,gogo_13.jpg,(neg),negative,4
c1ratings,28,gogo_16.jpg,positive,positive,7
c1ratings,28,gogo_5.jpg,negative,positive,6
c1ratings,28,gogo_7.jpg,positive,(pos),5
c1ratings,28,gogo_9.jpg,positive,positive,6
c1ratings,28,gogo_4.jpg,negative,negative,7
c1ratings,28,gogo_17.jpg,positive,negative,4
c1ratings,28,gogo_12.jpg,negative,negative,5
c1ratings,28,gogo_20.jpg,(pos),positive,6
c1ratings,28,gogo_3.jpg,negative,(neg),6
c1ratings,28,gogo_6.jpg,positive,negative,7
c1ratings,28,gogo_2.jpg,negative,positive,8
