phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,41,7.png,positive,(pos),17
globalratings,41,11.png,positive,positive,5
globalratings,41,18.png,negative,negative,8
globalratings,41,10.png,negative,positive,18
globalratings,41,12.png,positive,positive,13
globalratings,41,20.png,negative,negative,10
globalratings,41,17.png,negative,positive,17
globalratings,41,5.png,negative,(neg),17
globalratings,41,21.png,(pos),positive,16
globalratings,41,4.png,(neg),negative,18
globalratings,41,9.png,positive,negative,16
globalratings,41,14.png,positive,negative,13
c2ratings,41,21.png,(pos),positive,8
c2ratings,41,17.png,negative,positive,14
c2ratings,41,9.png,positive,negative,13
c2ratings,41,4.png,(neg),negative,13
c2ratings,41,11.png,positive,positive,17
c2ratings,41,20.png,negative,negative,16
c2ratings,41,7.png,positive,(pos),18
c2ratings,41,12.png,positive,positive,18
c2ratings,41,10.png,negative,positive,15
c2ratings,41,18.png,negative,negative,16
c2ratings,41,14.png,positive,negative,14
c2ratings,41,5.png,negative,(neg),16
c1ratings,41,12.png,positive,positive,14
c1ratings,41,14.png,positive,negative,7
c1ratings,41,18.png,negative,negative,9
c1ratings,41,7.png,positive,(pos),15
c1ratings,41,17.png,negative,positive,16
c1ratings,41,20.png,negative,negative,10
c1ratings,41,10.png,negative,positive,18
c1ratings,41,21.png,(pos),positive,16
c1ratings,41,11.png,positive,positive,12
c1ratings,41,4.png,(neg),negative,17
c1ratings,41,9.png,positive,negative,15
c1ratings,41,5.png,negative,(neg),12
