c2memory,38,11.png,positive,positive,yes,no,no,no,yes,no,no,no,
c2memory,38,5.png,(neg),negative,no,no,no,yes,no,no,no,yes,
c2memory,38,21.png,positive,(pos),no,no,yes,no,no,no,no,yes,
c2memory,38,9.png,positive,negative,no,no,yes,no,no,no,yes,no,
c2memory,38,12.png,(pos),positive,no,no,no,yes,no,yes,no,no,
c2memory,38,23.png,negative,positive,no,no,no,yes,no,no,yes,no,
c2memory,38,18.png,negative,(neg),no,no,yes,no,no,no,no,yes,
c2memory,38,24.png,positive,positive,no,no,no,yes,no,no,yes,no,
c2memory,38,17.png,negative,positive,no,yes,no,no,no,no,yes,no,
c2memory,38,8.png,positive,negative,no,yes,no,no,no,no,yes,no,
c2memory,38,14.png,negative,negative,no,yes,no,no,yes,no,no,no,
c2memory,38,4.png,negative,negative,no,no,yes,no,no,yes,no,no,
c1memory,38,18.png,negative,(neg),no,no,yes,no,no,no,no,yes,
c1memory,38,21.png,positive,(pos),no,no,no,yes,no,yes,no,no,
c1memory,38,11.png,positive,positive,yes,no,no,no,yes,no,no,no,
c1memory,38,24.png,positive,positive,no,no,no,yes,no,no,yes,no,
c1memory,38,9.png,positive,negative,no,yes,no,no,yes,no,no,no,
c1memory,38,8.png,positive,negative,no,yes,no,no,yes,no,no,no,
c1memory,38,5.png,(neg),negative,no,no,yes,no,no,no,no,yes,
c1memory,38,17.png,negative,positive,no,yes,no,no,no,no,yes,no,
c1memory,38,23.png,negative,positive,yes,no,no,no,no,yes,no,no,
c1memory,38,14.png,negative,negative,no,no,no,yes,no,no,yes,no,
c1memory,38,4.png,negative,negative,no,no,yes,no,no,yes,no,no,
c1memory,38,12.png,(pos),positive,no,no,no,yes,no,no,yes,no,
