c2memory,66,10.png,negative,negative,no,no,no,yes,no,yes,no,no,
c2memory,66,5.png,negative,positive,no,yes,no,no,no,no,no,yes,
c2memory,66,23.png,positive,(pos),no,no,yes,no,no,yes,no,no,
c2memory,66,9.png,(pos),positive,no,no,yes,no,no,yes,no,no,
c2memory,66,26.png,positive,negative,no,yes,no,no,no,no,no,yes,
c2memory,66,21.png,positive,positive,no,no,yes,no,no,yes,no,no,
c2memory,66,8.png,negative,(neg),no,yes,no,no,no,no,no,yes,
c2memory,66,3.png,(neg),negative,no,no,yes,no,yes,no,no,no,
c2memory,66,24.png,negative,positive,yes,no,no,no,no,no,yes,no,
c2memory,66,20.png,negative,negative,no,no,yes,no,no,yes,no,no,
c2memory,66,4.png,positive,positive,no,no,no,yes,yes,no,no,no,
c2memory,66,7.png,positive,negative,yes,no,no,no,no,no,yes,no,
c1memory,66,21.png,positive,positive,no,no,yes,no,no,no,yes,no,
c1memory,66,23.png,positive,(pos),no,no,yes,no,no,yes,no,no,
c1memory,66,3.png,(neg),negative,no,no,no,yes,no,yes,no,no,
c1memory,66,10.png,negative,negative,no,no,yes,no,yes,no,no,no,
c1memory,66,26.png,positive,negative,no,no,yes,no,no,yes,no,no,
c1memory,66,20.png,negative,negative,no,no,no,yes,no,no,no,yes,
c1memory,66,5.png,negative,positive,no,no,no,yes,no,no,yes,no,
c1memory,66,9.png,(pos),positive,no,no,yes,no,yes,no,no,no,
c1memory,66,7.png,positive,negative,no,yes,no,no,no,no,yes,no,
c1memory,66,4.png,positive,positive,no,yes,no,no,no,no,yes,no,
c1memory,66,8.png,negative,(neg),no,yes,no,no,no,no,no,yes,
c1memory,66,24.png,negative,positive,no,no,yes,no,yes,no,no,no,
