c2memory,10,20.png,(neg),negative,yes,no,no,no,no,no,no,yes,
c2memory,10,24.png,negative,positive,no,no,no,yes,no,no,yes,no,
c2memory,10,3.png,positive,positive,no,no,no,yes,no,no,yes,no,
c2memory,10,21.png,positive,negative,no,yes,no,no,no,yes,no,no,
c2memory,10,10.png,negative,positive,no,no,no,yes,yes,no,no,no,
c2memory,10,23.png,negative,negative,yes,no,no,no,no,yes,no,no,
c2memory,10,12.png,positive,(pos),yes,no,no,no,no,no,yes,no,
c2memory,10,1.png,negative,negative,no,no,no,yes,no,no,yes,no,
c2memory,10,4.png,(pos),positive,no,no,no,yes,no,yes,no,no,
c2memory,10,9.png,positive,positive,no,no,no,yes,no,yes,no,no,
c2memory,10,5.png,positive,negative,no,no,no,yes,no,no,yes,no,
c2memory,10,14.png,negative,(neg),no,no,no,yes,no,no,yes,no,
c1memory,10,10.png,negative,positive,no,no,no,yes,no,no,yes,no,
c1memory,10,21.png,positive,negative,no,no,no,yes,no,no,yes,no,
c1memory,10,5.png,positive,negative,no,no,no,yes,no,yes,no,no,
c1memory,10,12.png,positive,(pos),no,no,no,yes,no,no,yes,no,
c1memory,10,3.png,positive,positive,no,no,no,yes,no,yes,no,no,
c1memory,10,1.png,negative,negative,no,no,no,yes,no,no,yes,no,
c1memory,10,9.png,positive,positive,no,no,no,yes,no,yes,no,no,
c1memory,10,20.png,(neg),negative,no,no,no,yes,yes,no,no,no,
c1memory,10,14.png,negative,(neg),no,no,no,yes,no,no,yes,no,
c1memory,10,24.png,negative,positive,no,no,no,yes,no,yes,no,no,
c1memory,10,23.png,negative,negative,no,no,no,yes,no,no,yes,no,
c1memory,10,4.png,(pos),positive,no,no,no,yes,yes,no,no,no,
