trials,3,1,1,positive,paar,gogo_5.jpg,2635.JPG,0,None,1
trials,3,1,2,neutral,single,empty.png,7006.JPG,0,None,1
trials,3,1,3,none,single_paar,gogo_9.jpg,empty.png,0,None,1
trials,3,1,4,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,5,none,single_paar,gogo_9.jpg,empty.png,1,None,0
trials,3,1,6,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,7,positive,paar,gogo_17.jpg,1121.JPG,0,None,1
trials,3,1,8,positive,paar,gogo_5.jpg,4537.JPG,0,None,1
trials,3,1,9,negative,paar,gogo_3.jpg,1932.JPG,0,None,1
trials,3,1,10,neutral,paar,Gogo27.jpg,7035.JPG,0,None,1
trials,3,1,11,neutral,single,Gogo31.jpg,empty.png,0,None,1
trials,3,1,12,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,13,neutral,paar,Gogo31.jpg,Gogo47.jpg,1,None,0
trials,3,1,14,none,single_paar,gogo_4.jpg,empty.png,0,None,1
trials,3,1,15,neutral,single,empty.png,7002.JPG,0,None,1
trials,3,1,16,positive,paar_single,gogo_20.jpg,1560.JPG,0,None,1
trials,3,1,17,neutral,paar,7006.JPG,7080.JPG,0,None,1
trials,3,1,18,negative,paar,gogo_2.jpg,2780.JPG,0,None,1
trials,3,1,19,positive,paar,gogo_16.jpg,4571.JPG,0,None,1
trials,3,1,20,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,21,positive,paar_single,gogo_20.jpg,1660.JPG,0,None,1
trials,3,1,22,negative,paar_single,gogo_13.jpg,2780.JPG,0,None,1
trials,3,1,23,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,24,neutral,single,7080.JPG,empty.png,0,None,1
trials,3,1,25,positive,paar,gogo_12.jpg,1660.JPG,0,None,1
trials,3,1,26,positive,paar,gogo_16.jpg,2620.JPG,0,None,1
trials,3,1,27,neutral,single,2510.JPG,empty.png,0,None,1
trials,3,1,28,neutral,single,2357.JPG,empty.png,0,None,1
trials,3,1,29,negative,paar_single,gogo_13.jpg,2690.JPG,0,None,1
trials,3,1,30,neutral,single,Gogo30.jpg,empty.png,0,None,1
trials,3,1,31,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,32,neutral,single,Gogo1.jpg,empty.png,0,None,1
trials,3,1,33,negative,paar,gogo_3.jpg,1275.JPG,0,None,1
trials,3,1,34,positive,paar,gogo_17.jpg,1333.JPG,0,None,1
trials,3,1,35,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,36,positive,paar,gogo_12.jpg,1333.JPG,0,None,1
trials,3,1,37,negative,paar,gogo_3.jpg,1240.JPG,0,None,1
trials,3,1,38,negative,paar,gogo_6.jpg,9700.JPG,0,None,1
trials,3,1,39,neutral,paar,Gogo53.jpg,Gogo46.jpg,0,None,1
trials,3,1,40,neutral,paar,Gogo58.jpg,Gogo35.jpg,0,None,1
trials,3,1,41,none,single_paar,gogo_4.jpg,empty.png,0,None,1
trials,3,1,42,neutral,paar,7060.JPG,7080.JPG,0,None,1
trials,3,1,43,neutral,paar,Gogo50.jpg,7090.JPG,0,None,1
trials,3,1,44,negative,paar,gogo_2.jpg,2681.JPG,0,None,1
trials,3,1,45,positive,paar_single,gogo_20.jpg,1942.JPG,0,None,1
trials,3,1,46,positive,paar,gogo_17.jpg,1510.JPG,0,None,1
trials,3,1,47,neutral,single,7080.JPG,empty.png,0,None,1
trials,3,1,48,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,49,positive,paar,gogo_5.jpg,2616.JPG,0,None,1
trials,3,1,50,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,51,none,single_paar,gogo_9.jpg,empty.png,0,None,1
trials,3,1,52,neutral,single,empty.png,7080.JPG,0,None,1
trials,3,1,53,negative,paar,gogo_2.jpg,9700.JPG,0,None,1
trials,3,1,54,positive,paar,gogo_16.jpg,8311.JPG,0,None,1
trials,3,1,55,negative,paar,gogo_7.jpg,9561.JPG,0,None,1
trials,3,1,56,neutral,paar,Gogo17.jpg,7233.JPG,0,None,1
trials,3,1,57,neutral,paar,Gogo31.jpg,1670.JPG,0,None,1
trials,3,1,58,negative,paar_single,gogo_13.jpg,2681.JPG,0,None,1
trials,3,1,59,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,60,neutral,single,Gogo33.jpg,empty.png,0,None,1
trials,3,1,61,neutral,single,empty.png,8500.JPG,0,None,1
trials,3,1,62,negative,paar,gogo_7.jpg,1030.JPG,0,None,1
trials,3,1,63,neutral,blank,empty.png,empty.png,0,None,1
trials,3,1,64,positive,paar,gogo_12.jpg,1900.JPG,0,None,1
trials,3,1,65,neutral,paar,7090.JPG,2357.JPG,0,None,1
trials,3,1,66,negative,paar,gogo_7.jpg,1019.JPG,0,None,1
trials,3,1,67,neutral,paar,7090.JPG,2304.JPG,0,None,1
trials,3,1,68,neutral,paar,Gogo15.jpg,Gogo4.jpg,0,None,1
trials,3,1,69,none,single_paar,gogo_4.jpg,empty.png,0,None,1
