c2memory,61,23.png,negative,negative,yes,no,no,no,no,yes,no,no,
c2memory,61,3.png,negative,positive,yes,no,no,no,no,no,yes,no,
c2memory,61,11.png,positive,(pos),no,no,yes,no,no,no,no,yes,
c2memory,61,14.png,(pos),positive,no,yes,no,no,no,yes,no,no,
c2memory,61,4.png,negative,positive,no,yes,no,no,no,yes,no,no,
c2memory,61,9.png,positive,negative,yes,no,no,no,yes,no,no,no,
c2memory,61,20.png,positive,positive,yes,no,no,no,no,no,no,yes,
c2memory,61,1.png,positive,positive,no,no,yes,no,no,yes,no,no,
c2memory,61,17.png,(neg),negative,no,no,no,yes,no,no,yes,no,
c2memory,61,8.png,negative,(neg),no,no,yes,no,no,no,yes,no,
c2memory,61,7.png,positive,negative,yes,no,no,no,no,no,yes,no,
c2memory,61,12.png,negative,negative,no,no,yes,no,no,no,no,yes,
c1memory,61,1.png,positive,positive,no,yes,no,no,no,yes,no,no,
c1memory,61,23.png,negative,negative,no,yes,no,no,no,no,yes,no,
c1memory,61,7.png,positive,negative,yes,no,no,no,no,no,yes,no,
c1memory,61,4.png,negative,positive,no,no,no,yes,no,no,yes,no,
c1memory,61,12.png,negative,negative,no,yes,no,no,no,no,yes,no,
c1memory,61,14.png,(pos),positive,yes,no,no,no,no,yes,no,no,
c1memory,61,17.png,(neg),negative,no,no,yes,no,yes,no,no,no,
c1memory,61,9.png,positive,negative,no,yes,no,no,no,no,yes,no,
c1memory,61,3.png,negative,positive,no,no,yes,no,no,no,no,yes,
c1memory,61,20.png,positive,positive,no,no,yes,no,no,no,no,yes,
c1memory,61,8.png,negative,(neg),no,yes,no,no,no,no,yes,no,
c1memory,61,11.png,positive,(pos),yes,no,no,no,yes,no,no,no,
