phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,98,11.png,positive,(pos),13
globalratings,98,18.png,positive,positive,11
globalratings,98,23.png,negative,negative,12
globalratings,98,1.png,positive,negative,12
globalratings,98,17.png,positive,positive,10
globalratings,98,4.png,(pos),positive,13
globalratings,98,10.png,(neg),negative,11
globalratings,98,12.png,positive,negative,8
globalratings,98,9.png,negative,negative,7
globalratings,98,14.png,negative,(neg),13
globalratings,98,3.png,negative,positive,6
globalratings,98,24.png,negative,positive,7
c2ratings,98,1.png,positive,negative,11
c2ratings,98,4.png,(pos),positive,13
c2ratings,98,10.png,(neg),negative,9
c2ratings,98,12.png,positive,negative,8
c2ratings,98,14.png,negative,(neg),13
c2ratings,98,24.png,negative,positive,7
c2ratings,98,17.png,positive,positive,9
c2ratings,98,18.png,positive,positive,11
c2ratings,98,3.png,negative,positive,10
c2ratings,98,23.png,negative,negative,13
c2ratings,98,9.png,negative,negative,10
c2ratings,98,11.png,positive,(pos),11
c1ratings,98,17.png,positive,positive,9
c1ratings,98,24.png,negative,positive,8
c1ratings,98,1.png,positive,negative,11
c1ratings,98,11.png,positive,(pos),10
c1ratings,98,9.png,negative,negative,12
c1ratings,98,23.png,negative,negative,11
c1ratings,98,3.png,negative,positive,9
c1ratings,98,14.png,negative,(neg),11
c1ratings,98,18.png,positive,positive,8
c1ratings,98,12.png,positive,negative,9
c1ratings,98,4.png,(pos),positive,11
c1ratings,98,10.png,(neg),negative,11
