phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,52,gogo_4.jpg,negative,negative,13
globalratings,52,gogo_13.jpg,(pos),positive,12
globalratings,52,gogo_7.jpg,negative,negative,8
globalratings,52,gogo_6.jpg,(neg),negative,6
globalratings,52,gogo_20.jpg,negative,positive,12
globalratings,52,gogo_16.jpg,positive,negative,7
globalratings,52,gogo_17.jpg,positive,(pos),10
globalratings,52,gogo_9.jpg,positive,positive,11
globalratings,52,gogo_12.jpg,positive,positive,7
globalratings,52,gogo_3.jpg,negative,positive,12
globalratings,52,gogo_2.jpg,positive,negative,13
globalratings,52,gogo_5.jpg,negative,(neg),14
c2ratings,52,gogo_3.jpg,negative,positive,6
c2ratings,52,gogo_12.jpg,positive,positive,6
c2ratings,52,gogo_2.jpg,positive,negative,12
c2ratings,52,gogo_16.jpg,positive,negative,11
c2ratings,52,gogo_4.jpg,negative,negative,12
c2ratings,52,gogo_6.jpg,(neg),negative,11
c2ratings,52,gogo_20.jpg,negative,positive,12
c2ratings,52,gogo_7.jpg,negative,negative,7
c2ratings,52,gogo_17.jpg,positive,(pos),11
c2ratings,52,gogo_9.jpg,positive,positive,12
c2ratings,52,gogo_13.jpg,(pos),positive,6
c2ratings,52,gogo_5.jpg,negative,(neg),11
c1ratings,52,gogo_12.jpg,positive,positive,13
c1ratings,52,gogo_13.jpg,(pos),positive,7
c1ratings,52,gogo_3.jpg,negative,positive,13
c1ratings,52,gogo_7.jpg,negative,negative,6
c1ratings,52,gogo_2.jpg,positive,negative,13
c1ratings,52,gogo_16.jpg,positive,negative,12
c1ratings,52,gogo_4.jpg,negative,negative,12
c1ratings,52,gogo_5.jpg,negative,(neg),7
c1ratings,52,gogo_9.jpg,positive,positive,12
c1ratings,52,gogo_17.jpg,positive,(pos),12
c1ratings,52,gogo_20.jpg,negative,positive,12
c1ratings,52,gogo_6.jpg,(neg),negative,6
