phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,24,gogo_9.jpg,negative,negative,6
globalratings,24,gogo_2.jpg,positive,negative,11
globalratings,24,gogo_6.jpg,positive,positive,7
globalratings,24,gogo_12.jpg,negative,positive,4
globalratings,24,gogo_4.jpg,positive,positive,7
globalratings,24,gogo_17.jpg,negative,positive,6
globalratings,24,gogo_7.jpg,positive,(pos),11
globalratings,24,gogo_16.jpg,negative,(neg),11
globalratings,24,gogo_13.jpg,negative,negative,8
globalratings,24,gogo_3.jpg,positive,negative,6
globalratings,24,gogo_5.jpg,(neg),negative,7
globalratings,24,gogo_20.jpg,(pos),positive,6
c2ratings,24,gogo_9.jpg,negative,negative,6
c2ratings,24,gogo_12.jpg,negative,positive,3
c2ratings,24,gogo_17.jpg,negative,positive,4
c2ratings,24,gogo_20.jpg,(pos),positive,5
c2ratings,24,gogo_13.jpg,negative,negative,6
c2ratings,24,gogo_16.jpg,negative,(neg),8
c2ratings,24,gogo_4.jpg,positive,positive,6
c2ratings,24,gogo_7.jpg,positive,(pos),8
c2ratings,24,gogo_3.jpg,positive,negative,4
c2ratings,24,gogo_6.jpg,positive,positive,8
c2ratings,24,gogo_5.jpg,(neg),negative,5
c2ratings,24,gogo_2.jpg,positive,negative,9
c1ratings,24,gogo_3.jpg,positive,negative,6
c1ratings,24,gogo_20.jpg,(pos),positive,4
c1ratings,24,gogo_6.jpg,positive,positive,6
c1ratings,24,gogo_16.jpg,negative,(neg),9
c1ratings,24,gogo_7.jpg,positive,(pos),11
c1ratings,24,gogo_13.jpg,negative,negative,9
c1ratings,24,gogo_2.jpg,positive,negative,13
c1ratings,24,gogo_4.jpg,positive,positive,7
c1ratings,24,gogo_9.jpg,negative,negative,6
c1ratings,24,gogo_5.jpg,(neg),negative,7
c1ratings,24,gogo_12.jpg,negative,positive,3
c1ratings,24,gogo_17.jpg,negative,positive,5
