subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
6,cs28.bmp,no,yes,no,3550.2.jpg,5740.jpg,1616.jpg,2620.jpg,5395.jpg,5731.jpg,no,no,yes,no,no,no,1525090,1529184,1529434,1535481
6,cs30.bmp,yes,no,no,9520.JPG,2053.JPG,9331.jpg,3181.jpg,2141.jpg,9415.jpg,no,no,no,no,yes,no,1536530,1539073,1539323,1546776
6,cs2.bmp,yes,no,no,2900.1.jpg,9561.jpg,3300.jpg,9265.jpg,2205.jpg,9342.jpg,no,yes,no,no,no,no,1547728,1549688,1549938,1551848
6,cs14.bmp,no,no,yes,7004.jpg,2580.jpg,3550.2.jpg,4631.JPG,2372.jpg,7550.jpg,yes,no,no,no,no,no,1552799,1554553,1554803,1558681
6,cs6.bmp,no,yes,no,2058.jpg,2345.jpg,2071.jpg,2040.jpg,2050.jpg,1710.JPG,no,no,no,no,no,yes,1559632,1562536,1562786,1565568
6,cs21.bmp,no,no,yes,3300.jpg,2455.jpg,3220.JPG,9415.jpg,9330.jpg,9342.jpg,yes,no,no,no,no,no,1566521,1569072,1569322,1573913
6,cs5.bmp,yes,no,no,9561.jpg,9342.jpg,2455.jpg,9415.jpg,7359.jpg,9330.jpg,yes,no,no,no,no,no,1574869,1577920,1578170,1580272
6,cs25.bmp,yes,no,no,2050.jpg,1710.JPG,5830.JPG,4626.jpg,2070.jpg,5831.jpg,no,yes,no,no,no,no,1581220,1584272,1584522,1585768
6,cs24.bmp,no,yes,no,2071.jpg,2070.jpg,1463.jpg,2395.jpg,2080.jpg,1710.JPG,yes,no,no,no,no,no,1586720,1588609,1588859,1591073
6,cs7.bmp,no,yes,no,2070.jpg,2057.jpg,4626.jpg,5830.JPG,1460.JPG,2311.jpg,no,yes,no,no,no,no,1592018,1594609,1594859,1597248
6,cs10.bmp,yes,no,no,2580.jpg,5740.jpg,7504.jpg,7503.JPG,5455.jpg,5395.jpg,no,no,yes,no,no,no,1598195,1599768,1600018,1601976
6,cs20.bmp,yes,no,no,2395.jpg,2550.jpg,2150.JPG,1999.jpg,2260.JPG,2071.jpg,no,no,yes,no,no,no,1602926,1604088,1604338,1605977
6,cs19.bmp,no,yes,no,5510.jpg,5395.jpg,5731.jpg,2635.jpg,7187.jpg,7503.JPG,no,yes,no,no,no,no,1606925,1608321,1608571,1609537
6,cs23.bmp,no,no,yes,5831.jpg,1460.JPG,2050.jpg,2040.jpg,1999.jpg,2550.jpg,yes,no,no,no,no,no,1610492,1613136,1613386,1614720
6,cs18.bmp,yes,no,no,1440.jpg,2209.jpg,2660.jpg,2071.jpg,8420.JPG,1463.jpg,no,yes,no,no,no,no,1615667,1617416,1617666,1618408
6,cs12.bmp,no,yes,no,9041.jpg,9330.jpg,9342.jpg,9530.JPG,3181.jpg,9180.JPG,yes,no,no,no,no,no,1619355,1620744,1620994,1622785
6,cs8.bmp,yes,no,no,9340.JPG,6831.jpg,9290.jpg,9007.jpg,6311.jpg,9520.JPG,no,no,no,no,yes,no,1623737,1625553,1625803,1627361
6,cs17.bmp,yes,no,no,9830.jpg,9530.JPG,6831.jpg,9331.jpg,9432.jpg,9007.jpg,no,yes,no,no,no,no,1628306,1631200,1631450,1632760
6,cs16.bmp,no,yes,no,9432.jpg,9430.JPG,2205.jpg,9342.jpg,7359.jpg,9007.jpg,yes,no,no,no,no,no,1633705,1635360,1635610,1637896
