subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
51,cs19.bmp,no,no,yes,2040.jpg,2080.jpg,2660.jpg,1920.JPG,5831.jpg,2150.JPG,no,no,no,yes,no,no,1815095,1822636,1822886,1827611
51,cs30.bmp,yes,no,no,2050.jpg,1999.jpg,2057.jpg,2345.jpg,2311.jpg,2080.jpg,yes,no,no,no,no,no,1828657,1831251,1831501,1842588
51,cs2.bmp,yes,no,no,8540.JPG,2209.jpg,5831.jpg,1920.JPG,2341.jpg,2345.jpg,no,yes,no,no,no,no,1843533,1847451,1847701,1852579
51,cs4.bmp,yes,no,no,2550.jpg,2660.jpg,2340.JPG,1750.JPG,1440.jpg,2209.jpg,no,no,no,no,yes,no,1853535,1856932,1857182,1860140
51,cs26.bmp,yes,no,no,2550.jpg,2150.JPG,5830.JPG,8420.JPG,2040.jpg,8461.jpg,no,no,yes,no,no,no,1861087,1863243,1863493,1867627
51,cs27.bmp,no,yes,no,9430.JPG,2276.jpg,2141.jpg,9331.jpg,9342.jpg,3300.jpg,no,yes,no,no,no,no,1868582,1870387,1870637,1875956
51,cs23.bmp,no,yes,no,1999.jpg,2040.jpg,2080.jpg,2058.jpg,8540.JPG,2150.JPG,no,yes,no,no,no,no,1876899,1879555,1879805,1883971
51,cs7.bmp,no,yes,no,2080.jpg,2340.JPG,5910.JPG,2071.jpg,5830.JPG,4626.jpg,no,no,yes,no,no,no,1884922,1887491,1887741,1893556
51,cs28.bmp,no,yes,no,9007.jpg,3160.JPG,9520.JPG,9265.jpg,3181.jpg,6831.jpg,no,yes,no,no,no,no,1894499,1900059,1900309,1913196
51,cs29.bmp,yes,no,no,4626.jpg,5910.JPG,2341.jpg,2340.JPG,5830.JPG,2550.jpg,no,yes,no,no,no,no,1914149,1916619,1916869,1921299
51,cs9.bmp,no,yes,no,9430.JPG,9435.jpg,6311.jpg,2900.1.jpg,2141.jpg,2276.jpg,no,no,yes,no,no,no,1922253,1926516,1926766,1930460
51,cs24.bmp,no,yes,no,9340.JPG,9430.JPG,9331.jpg,7359.jpg,9520.JPG,9041.jpg,no,no,yes,no,no,no,1931430,1933915,1934165,1937307
51,cs11.bmp,no,yes,no,9830.jpg,9007.jpg,9290.jpg,3181.jpg,9000.jpg,9430.JPG,no,no,no,no,yes,no,1938281,1940403,1940653,1944700
51,cs16.bmp,no,no,yes,7550.jpg,7620.JPG,5395.jpg,7830.jpg,7503.JPG,7000.jpg,no,yes,no,no,no,no,1945652,1948396,1948646,1957379
51,cs1.bmp,no,yes,no,3220.JPG,2750.jpg,9432.jpg,9290.jpg,2205.jpg,3300.jpg,no,no,no,no,yes,no,1958322,1960692,1960942,1963804
51,cs14.bmp,no,no,yes,9530.JPG,2141.jpg,6311.jpg,9430.JPG,9180.JPG,9561.jpg,no,no,no,yes,no,no,1964747,1969187,1969437,1977716
51,cs3.bmp,yes,no,no,9000.jpg,9530.JPG,9430.JPG,6831.jpg,9041.jpg,2455.jpg,no,no,no,no,no,yes,1978667,1980956,1981206,1984140
51,cs5.bmp,no,yes,no,2276.jpg,2053.JPG,9415.jpg,2205.jpg,9000.jpg,3220.JPG,no,no,no,no,yes,no,1985089,1988827,1989077,1998580
51,cs8.bmp,no,no,yes,7550.jpg,7211.jpg,7233.jpg,2220.jpg,1121.jpg,5731.jpg,yes,no,no,no,no,no,1999526,2001924,2002174,2009387
51,cs20.bmp,no,no,yes,2620.jpg,1313.jpg,3550.2.jpg,7233.jpg,7090.jpg,7620.JPG,no,yes,no,no,no,no,2010342,2012268,2012518,2017388
51,cs10.bmp,no,yes,no,9430.JPG,9342.jpg,9415.jpg,9280.jpg,9830.jpg,3181.jpg,no,no,no,no,yes,no,2018338,2020715,2020965,2026691
51,cs12.bmp,yes,no,no,7820.jpg,2635.jpg,2620.jpg,1935.jpg,7080.jpg,3550.2.jpg,no,no,no,no,no,yes,2027642,2033772,2034022,2038251
51,cs13.bmp,yes,no,no,2311.jpg,8420.JPG,2058.jpg,4626.jpg,8461.jpg,2216.jpg,no,yes,no,no,no,no,2039195,2041667,2041917,2045307
51,cs25.bmp,no,no,yes,9611.jpg,9000.jpg,2276.jpg,9830.jpg,2455.jpg,3300.jpg,no,no,yes,no,no,no,2046256,2050540,2050790,2055531
51,cs21.bmp,no,no,yes,2750.jpg,9007.jpg,9415.jpg,3300.jpg,3220.JPG,2205.jpg,no,no,no,no,no,yes,2056478,2059395,2059645,2067788
51,cs15.bmp,yes,no,no,2341.jpg,2071.jpg,2058.jpg,2050.jpg,2091.jpg,5830.JPG,yes,no,no,no,no,no,2068739,2071572,2071822,2079611
51,cs22.bmp,no,no,yes,1440.jpg,2660.jpg,2058.jpg,2340.JPG,5831.jpg,8540.JPG,no,no,yes,no,no,no,2080577,2082380,2082630,2087572
51,cs17.bmp,no,no,yes,5395.jpg,7490.jpg,7080.jpg,7550.jpg,4631.JPG,5920.JPG,no,no,no,no,yes,no,2088515,2090899,2091149,2094819
51,cs18.bmp,no,no,yes,2311.jpg,5831.jpg,2260.JPG,1463.jpg,2550.jpg,2341.jpg,no,no,no,no,no,yes,2095771,2097892,2098142,2101900
51,cs6.bmp,no,no,yes,7090.jpg,7000.jpg,5510.jpg,8211.jpg,7504.jpg,7187.jpg,no,no,no,yes,no,no,2102844,2106780,2107030,2110819
