subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
14,cs28.bmp,no,no,yes,1460.JPG,2058.jpg,2660.jpg,2071.jpg,2057.jpg,2345.jpg,no,yes,no,no,no,no,2433869,2447680,2447930,2458457
14,cs12.bmp,no,yes,no,9280.jpg,9265.jpg,2750.jpg,9180.JPG,9530.JPG,3300.jpg,yes,no,no,no,no,no,2459508,2465720,2465970,2477753
14,cs10.bmp,no,yes,no,5455.jpg,7550.jpg,5510.jpg,2580.jpg,5395.jpg,7504.jpg,yes,no,no,no,no,no,2478701,2491153,2491403,2497753
14,cs7.bmp,yes,no,no,9520.JPG,9290.jpg,9220.jpg,9007.jpg,3160.JPG,2750.jpg,yes,no,no,no,no,no,2498703,2506801,2507051,2511897
14,cs26.bmp,yes,no,no,5830.JPG,1710.JPG,1721.jpg,2091.jpg,4626.jpg,2070.jpg,no,no,no,yes,no,no,2512839,2517240,2517490,2525377
14,cs9.bmp,no,yes,no,1440.jpg,5910.JPG,2080.jpg,5830.JPG,2040.jpg,2660.jpg,no,no,no,no,yes,no,2526329,2531049,2531299,2539505
14,cs23.bmp,yes,no,no,2345.jpg,8461.jpg,2216.jpg,2091.jpg,2150.JPG,2057.jpg,no,no,yes,no,no,no,2540450,2545393,2545643,2551656
14,cs4.bmp,no,yes,no,9290.jpg,2455.jpg,9041.jpg,9220.jpg,3181.jpg,9265.jpg,no,no,yes,no,no,no,2552598,2558825,2559075,2563385
14,cs17.bmp,yes,no,no,9520.JPG,9265.jpg,2141.jpg,9330.jpg,9561.jpg,9320.jpg,no,no,no,no,yes,no,2564329,2570128,2570378,2579225
14,cs1.bmp,no,yes,no,2455.jpg,9435.jpg,9041.jpg,9330.jpg,9430.JPG,3220.JPG,yes,no,no,no,no,no,2580169,2586961,2587211,2592425
