subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
28,cs29.bmp,yes,no,no,2057.jpg,5910.JPG,5830.JPG,7330.JPG,2050.jpg,2070.jpg,no,no,yes,no,no,no,1618981,1628760,1629010,1634318
28,cs27.bmp,yes,no,no,6311.jpg,2750.jpg,9180.JPG,3220.JPG,9340.JPG,9830.jpg,no,no,no,yes,no,no,1635430,1639917,1640167,1647972
28,cs9.bmp,yes,no,no,2070.jpg,1440.jpg,2345.jpg,1750.JPG,2660.jpg,8420.JPG,no,no,yes,no,no,no,1648919,1653527,1653777,1658305
28,cs5.bmp,yes,no,no,2340.JPG,2150.JPG,2660.jpg,7330.JPG,2050.jpg,2209.jpg,yes,no,no,no,no,no,1659276,1666889,1667139,1669990
28,cs16.bmp,yes,no,no,5910.JPG,2091.jpg,8540.JPG,2150.JPG,2050.jpg,2080.jpg,no,no,no,no,no,yes,1670949,1673694,1673944,1678620
28,cs14.bmp,yes,no,no,8461.jpg,1460.JPG,8540.JPG,2091.jpg,2341.jpg,2660.jpg,no,yes,no,no,no,no,1679564,1681681,1681931,1684642
28,cs28.bmp,yes,no,no,5510.jpg,5535.jpg,7187.jpg,7233.jpg,1121.jpg,7000.jpg,no,no,yes,no,no,no,1685595,1689457,1689707,1692469
28,cs17.bmp,yes,no,no,1121.jpg,7830.jpg,5535.jpg,7550.jpg,5920.JPG,5395.jpg,no,no,no,no,yes,no,1693423,1696451,1696701,1701438
28,cs10.bmp,yes,no,no,6311.jpg,9180.JPG,3160.JPG,9432.jpg,7359.jpg,2900.1.jpg,no,no,no,no,yes,no,1702407,1704535,1704785,1708619
28,cs13.bmp,yes,no,no,2580.jpg,3550.2.jpg,4631.JPG,7830.jpg,5535.jpg,7820.jpg,no,yes,no,no,no,no,1709566,1715377,1715627,1720879
28,cs3.bmp,yes,no,no,2575.jpg,4631.JPG,7211.jpg,5395.jpg,5920.JPG,7820.jpg,no,no,no,no,yes,no,1721847,1724838,1725088,1727970
28,cs26.bmp,yes,no,no,2345.jpg,2057.jpg,5831.jpg,1721.jpg,2071.jpg,8420.JPG,no,no,no,no,no,yes,1728950,1730382,1730632,1734275
28,cs8.bmp,yes,no,no,9041.jpg,9432.jpg,9520.JPG,9415.jpg,2750.jpg,2205.jpg,no,no,yes,no,no,no,1735223,1737895,1738145,1741810
28,cs22.bmp,yes,no,no,1750.JPG,7330.JPG,8461.jpg,2660.jpg,5830.JPG,2209.jpg,yes,no,no,no,no,no,1742754,1744560,1744810,1748019
28,cs2.bmp,no,yes,no,2209.jpg,2345.jpg,2040.jpg,1750.JPG,2340.JPG,2057.jpg,no,no,no,yes,no,no,1748966,1750955,1751205,1754639
28,cs6.bmp,no,yes,no,9432.jpg,2276.jpg,2141.jpg,9415.jpg,9342.jpg,9280.jpg,yes,no,no,no,no,no,1755586,1757013,1757263,1761393
28,cs11.bmp,yes,no,no,9432.jpg,2455.jpg,9830.jpg,9290.jpg,9007.jpg,3181.jpg,no,no,no,yes,no,no,1762342,1764190,1764440,1769779
28,cs7.bmp,yes,no,no,9530.JPG,9280.jpg,2900.1.jpg,9041.jpg,9000.jpg,9180.JPG,no,no,no,no,yes,no,1770729,1772210,1772460,1777475
