subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
10,cs3.bmp,yes,no,no,9611.jpg,9340.JPG,9342.jpg,2053.JPG,9265.jpg,2205.jpg,no,no,yes,no,no,no,1779706,1785630,1785880,1792742
10,cs7.bmp,yes,no,no,2080.jpg,2050.jpg,1999.jpg,2058.jpg,1710.JPG,2340.JPG,no,no,no,yes,no,no,1793794,1799366,1799616,1806110
10,cs13.bmp,no,no,yes,7080.jpg,1935.jpg,1121.jpg,2372.jpg,5535.jpg,2220.jpg,no,no,no,no,no,yes,1807058,1812679,1812929,1817934
10,cs17.bmp,no,no,yes,7080.jpg,7830.jpg,7004.jpg,7620.JPG,7640.jpg,5920.JPG,yes,no,no,no,no,no,1818882,1822806,1823056,1826718
10,cs9.bmp,no,no,yes,6831.jpg,9220.jpg,3160.JPG,9340.JPG,6311.jpg,7359.jpg,no,no,no,no,yes,no,1827680,1833502,1833752,1836454
10,cs26.bmp,yes,no,no,3181.jpg,6311.jpg,9000.jpg,9290.jpg,2750.jpg,9561.jpg,yes,no,no,no,no,no,1837403,1841254,1841504,1847199
10,cs28.bmp,no,yes,no,2341.jpg,1721.jpg,1999.jpg,1710.JPG,2057.jpg,2660.jpg,no,yes,no,no,no,no,1848144,1852550,1852800,1856798
10,cs20.bmp,yes,no,no,5830.JPG,2050.jpg,2150.JPG,5831.jpg,4626.jpg,1750.JPG,no,yes,no,no,no,no,1857749,1862542,1862792,1872142
10,cs19.bmp,yes,no,no,9330.jpg,9340.JPG,6831.jpg,9611.jpg,2276.jpg,3220.JPG,yes,no,no,no,no,no,1873095,1878294,1878544,1880774
10,cs5.bmp,yes,no,no,7640.jpg,4631.JPG,7000.jpg,7820.jpg,2372.jpg,8211.jpg,no,yes,no,no,no,no,1881739,1884863,1885113,1891630
10,cs21.bmp,no,no,yes,3550.2.jpg,7830.jpg,7000.jpg,8211.jpg,5510.jpg,1121.jpg,no,no,yes,no,no,no,1892578,1894078,1894328,1898238
10,cs4.bmp,yes,no,no,9320.jpg,9180.JPG,9530.JPG,9041.jpg,3220.JPG,9430.JPG,no,yes,no,no,no,no,1899193,1906742,1906992,1913974
