subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
34,cs29.bmp,yes,no,no,5910.JPG,1440.jpg,1710.JPG,2071.jpg,1999.jpg,2150.JPG,no,no,no,yes,no,no,2078354,2088388,2088638,2094921
34,cs5.bmp,no,no,yes,2900.1.jpg,3181.jpg,9007.jpg,2053.JPG,2205.jpg,9435.jpg,no,yes,no,no,no,no,2095966,2102797,2103047,2119992
34,cs10.bmp,yes,no,no,9041.jpg,9611.jpg,9000.jpg,9530.JPG,2900.1.jpg,3300.jpg,no,no,yes,no,no,no,2120938,2129734,2129984,2138272
34,cs27.bmp,no,no,yes,2057.jpg,5830.JPG,1440.jpg,2395.jpg,1750.JPG,2080.jpg,no,yes,no,no,no,no,2139221,2143105,2143355,2146790
34,cs30.bmp,no,yes,no,2205.jpg,9331.jpg,2141.jpg,9342.jpg,9330.jpg,2455.jpg,no,no,no,no,yes,no,2147736,2151527,2151777,2159497
34,cs6.bmp,no,yes,no,9041.jpg,9611.jpg,9180.JPG,9415.jpg,2053.JPG,3160.JPG,no,no,no,yes,no,no,2160445,2165369,2165619,2171506
34,cs16.bmp,no,no,yes,9340.JPG,2053.JPG,9430.JPG,2900.1.jpg,9435.jpg,9000.jpg,yes,no,no,no,no,no,2172455,2174272,2174522,2182533
34,cs11.bmp,yes,no,no,7330.JPG,5831.jpg,2550.jpg,8420.JPG,2395.jpg,2058.jpg,no,no,yes,no,no,no,2183480,2189369,2189619,2192013
34,cs13.bmp,no,yes,no,9520.JPG,2053.JPG,9435.jpg,6311.jpg,7359.jpg,9041.jpg,yes,no,no,no,no,no,2192961,2200426,2200676,2207637
34,cs19.bmp,no,no,yes,3220.JPG,9611.jpg,9280.jpg,9561.jpg,2455.jpg,6831.jpg,no,no,no,yes,no,no,2208585,2214935,2215185,2218612
34,cs28.bmp,no,yes,no,2455.jpg,2141.jpg,9330.jpg,2205.jpg,2900.1.jpg,9830.jpg,no,no,yes,no,no,no,2219564,2222308,2222558,2228351
34,cs2.bmp,no,no,yes,3300.jpg,6311.jpg,9041.jpg,9330.jpg,2750.jpg,9340.JPG,no,no,no,no,yes,no,2229295,2233268,2233518,2237334
34,cs8.bmp,no,no,yes,9520.JPG,9041.jpg,2455.jpg,9432.jpg,9265.jpg,2141.jpg,no,no,yes,no,no,no,2238313,2243446,2243696,2245555
34,cs25.bmp,yes,no,no,2372.jpg,7004.jpg,7211.jpg,5455.jpg,7080.jpg,7620.JPG,no,no,no,no,no,yes,2246507,2251283,2251533,2258448
34,cs21.bmp,no,no,yes,5535.jpg,4631.JPG,5395.jpg,7504.jpg,5455.jpg,5920.JPG,no,no,yes,no,no,no,2259405,2261707,2261957,2264619
34,cs3.bmp,no,no,yes,4626.jpg,2345.jpg,7330.JPG,2395.jpg,2340.JPG,1440.jpg,no,no,yes,no,no,no,2265564,2270573,2270823,2273370
34,cs23.bmp,no,no,yes,7080.jpg,5395.jpg,2372.jpg,7820.jpg,7233.jpg,1616.jpg,no,no,yes,no,no,no,2274316,2276482,2276732,2278149
34,cs7.bmp,yes,no,no,8540.JPG,2091.jpg,2150.JPG,7502.jpg,1463.jpg,2345.jpg,no,no,no,yes,no,no,2279094,2287921,2288171,2291360
34,cs20.bmp,no,no,yes,9265.jpg,2276.jpg,9435.jpg,9611.jpg,9331.jpg,9330.jpg,no,no,no,yes,no,no,2292307,2295244,2295494,2300730
34,cs12.bmp,no,no,yes,7620.JPG,2372.jpg,7004.jpg,5731.jpg,5395.jpg,5455.jpg,no,no,yes,no,no,no,2301690,2303863,2304113,2307331
34,cs1.bmp,yes,no,no,8461.jpg,8540.JPG,1463.jpg,2345.jpg,1460.JPG,2216.jpg,no,yes,no,no,no,no,2308283,2314845,2315095,2323785
34,cs22.bmp,yes,no,no,2080.jpg,5910.JPG,8540.JPG,2311.jpg,7502.jpg,1463.jpg,no,no,no,no,yes,no,2324739,2330629,2330879,2334335
34,cs26.bmp,yes,no,no,1460.JPG,2660.jpg,2260.JPG,2216.jpg,2311.jpg,2150.JPG,no,no,yes,no,no,no,2335284,2337843,2338093,2343719
34,cs17.bmp,yes,no,no,2040.jpg,2550.jpg,1721.jpg,2070.jpg,8461.jpg,2071.jpg,no,no,yes,no,no,no,2344672,2347643,2347893,2353406
34,cs14.bmp,no,no,yes,7080.jpg,1935.jpg,7640.jpg,7004.jpg,7503.JPG,2372.jpg,no,no,yes,no,no,no,2354356,2357043,2357293,2358872
34,cs9.bmp,no,no,yes,7490.jpg,7090.jpg,7640.jpg,5740.jpg,7211.jpg,1616.jpg,no,no,yes,no,no,no,2359814,2362303,2362553,2363885
34,cs4.bmp,no,no,yes,9290.jpg,2455.jpg,9180.JPG,3181.jpg,9432.jpg,9435.jpg,no,yes,no,no,no,no,2364845,2367715,2367965,2368977
34,cs15.bmp,yes,no,no,2341.jpg,1440.jpg,1750.JPG,2340.JPG,7502.jpg,2058.jpg,no,no,yes,no,no,no,2369920,2373323,2373573,2377947
34,cs24.bmp,no,yes,no,1710.JPG,2080.jpg,2660.jpg,2260.JPG,1920.JPG,2071.jpg,no,no,no,no,yes,no,2378908,2383178,2383428,2390978
34,cs18.bmp,yes,no,no,2080.jpg,2040.jpg,1750.JPG,1999.jpg,8540.JPG,2050.jpg,no,yes,no,no,no,no,2391920,2395230,2395480,2398602
