subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
45,cs8.bmp,yes,no,no,9432.jpg,9330.jpg,9290.jpg,2750.jpg,9340.JPG,9530.JPG,no,no,no,no,yes,no,1868803,1872911,1873161,1878895
45,cs18.bmp,yes,no,no,2150.JPG,1440.jpg,2071.jpg,2070.jpg,2341.jpg,1721.jpg,no,no,no,no,yes,no,1880028,1883479,1883729,1887934
45,cs14.bmp,no,yes,no,9342.jpg,3220.JPG,6831.jpg,9180.JPG,9435.jpg,6311.jpg,no,no,no,yes,no,no,1888959,1892151,1892401,1898463
45,cs21.bmp,yes,no,no,3220.JPG,9430.JPG,9331.jpg,2276.jpg,2141.jpg,9530.JPG,no,yes,no,no,no,no,1899470,1901679,1901929,1917239
45,cs28.bmp,no,no,yes,7090.jpg,5740.jpg,2635.jpg,1121.jpg,5455.jpg,7211.jpg,no,no,no,no,no,yes,1918266,1921639,1921889,1929439
45,cs7.bmp,no,no,yes,7550.jpg,7830.jpg,7211.jpg,7504.jpg,1121.jpg,1616.jpg,no,no,no,no,yes,no,1930449,1933791,1934041,1937103
45,cs12.bmp,yes,no,no,5910.JPG,2209.jpg,2050.jpg,2091.jpg,5830.JPG,2150.JPG,no,no,yes,no,no,no,1938115,1939710,1939960,1947727
45,cs24.bmp,no,yes,no,9830.jpg,9611.jpg,9340.JPG,2900.1.jpg,2053.JPG,9331.jpg,no,no,no,yes,no,no,1948734,1951023,1951273,1955711
45,cs13.bmp,yes,no,no,2260.JPG,2311.jpg,8420.JPG,2058.jpg,1710.JPG,2345.jpg,no,yes,no,no,no,no,1956728,1958871,1959121,1965567
45,cs27.bmp,yes,no,no,2487.jpg,7620.JPG,7187.jpg,2635.jpg,7080.jpg,5740.jpg,no,no,no,yes,no,no,1966592,1968463,1968713,1970063
45,cs9.bmp,no,no,yes,7620.JPG,1313.jpg,5535.jpg,2487.jpg,5740.jpg,7830.jpg,yes,no,no,no,no,no,1971073,1972775,1973025,1975919
45,cs17.bmp,no,yes,no,8420.JPG,2550.jpg,2070.jpg,2216.jpg,7502.jpg,5831.jpg,yes,no,no,no,no,no,1976925,1978743,1978993,1982159
45,cs3.bmp,yes,no,no,3160.JPG,9041.jpg,9830.jpg,9520.JPG,2455.jpg,9180.JPG,no,no,no,no,no,yes,1983192,1984743,1984993,1996887
45,cs11.bmp,no,yes,no,9265.jpg,9435.jpg,9530.JPG,2750.jpg,3300.jpg,9520.JPG,no,yes,no,no,no,no,1997894,2002079,2002329,2006999
45,cs2.bmp,no,yes,no,9265.jpg,2141.jpg,3220.JPG,9415.jpg,9430.JPG,2900.1.jpg,no,no,no,no,yes,no,2008010,2010014,2010264,2014311
45,cs4.bmp,no,yes,no,2216.jpg,1440.jpg,2209.jpg,1463.jpg,8540.JPG,2550.jpg,no,yes,no,no,no,no,2015314,2017951,2018201,2024783
45,cs26.bmp,yes,no,no,1999.jpg,2260.JPG,2209.jpg,2058.jpg,1440.jpg,2550.jpg,no,yes,no,no,no,no,2025793,2027478,2027728,2030287
45,cs23.bmp,yes,no,no,9330.jpg,2900.1.jpg,6311.jpg,9435.jpg,9265.jpg,2455.jpg,no,no,no,no,no,yes,2031296,2033015,2033265,2041951
45,cs22.bmp,yes,no,no,5831.jpg,1750.JPG,2550.jpg,2070.jpg,2216.jpg,2345.jpg,no,no,no,yes,no,no,2042964,2046079,2046329,2055735
45,cs16.bmp,yes,no,no,2071.jpg,1750.JPG,8420.JPG,5910.JPG,7330.JPG,1463.jpg,no,no,yes,no,no,no,2056750,2058599,2058849,2062222
45,cs5.bmp,no,no,yes,1616.jpg,5395.jpg,2372.jpg,4631.JPG,5455.jpg,2220.jpg,no,no,no,yes,no,no,2063231,2065023,2065273,2067519
45,cs25.bmp,no,no,yes,9331.jpg,3300.jpg,2750.jpg,9180.JPG,9611.jpg,9432.jpg,yes,no,no,no,no,no,2068535,2070479,2070729,2073791
45,cs20.bmp,no,yes,no,9611.jpg,3181.jpg,3300.jpg,9290.jpg,9342.jpg,9220.jpg,no,no,yes,no,no,no,2074803,2076943,2077193,2084471
45,cs30.bmp,yes,no,no,9220.jpg,9320.jpg,9530.JPG,9830.jpg,9330.jpg,9007.jpg,yes,no,no,no,no,no,2085483,2088191,2088441,2099415
45,cs15.bmp,no,yes,no,1999.jpg,5830.JPG,2311.jpg,2040.jpg,7502.jpg,2260.JPG,yes,no,no,no,no,no,2100430,2102911,2103161,2108831
45,cs1.bmp,no,yes,no,9007.jpg,9561.jpg,9290.jpg,9520.JPG,2900.1.jpg,9430.JPG,no,yes,no,no,no,no,2109838,2111799,2112049,2116383
45,cs10.bmp,no,yes,no,2341.jpg,2091.jpg,2340.JPG,8420.JPG,2209.jpg,2071.jpg,no,no,no,yes,no,no,2117388,2118671,2118921,2125615
45,cs29.bmp,no,no,yes,7830.jpg,1935.jpg,7000.jpg,7820.jpg,7211.jpg,7550.jpg,no,no,yes,no,no,no,2126620,2128663,2128913,2134455
45,cs6.bmp,yes,no,no,5830.JPG,2395.jpg,2050.jpg,2260.JPG,2150.JPG,2660.jpg,no,no,no,yes,no,no,2135464,2137951,2138201,2143471
45,cs19.bmp,no,no,yes,7502.jpg,8540.JPG,2091.jpg,1460.JPG,2080.jpg,5831.jpg,no,yes,no,no,no,no,2144485,2147063,2147313,2150471
