subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
49,cs21.bmp,no,yes,no,6311.jpg,9342.jpg,3181.jpg,2750.jpg,9180.JPG,9530.JPG,no,no,no,yes,no,no,1900599,1914964,1915214,1925628
49,cs14.bmp,yes,no,no,9530.JPG,9000.jpg,9041.jpg,3181.jpg,2900.1.jpg,9180.JPG,yes,no,no,no,no,no,1926835,1932324,1932574,1941988
49,cs12.bmp,yes,no,no,2057.jpg,1710.JPG,2091.jpg,2070.jpg,1920.JPG,8461.jpg,no,no,no,yes,no,no,1942996,1948460,1948710,1959644
49,cs13.bmp,yes,no,no,5830.JPG,8540.JPG,2311.jpg,2050.jpg,1440.jpg,2080.jpg,yes,no,no,no,no,no,1960649,1963916,1964166,1968988
49,cs7.bmp,no,yes,no,7330.JPG,1750.JPG,2071.jpg,2395.jpg,1460.JPG,2340.JPG,no,no,no,no,no,yes,1970012,1972628,1972878,1975220
49,cs28.bmp,no,yes,no,2341.jpg,2660.jpg,2260.JPG,2340.JPG,2311.jpg,1463.jpg,yes,no,no,no,no,no,1976240,1979492,1979742,1986635
49,cs5.bmp,yes,no,no,2080.jpg,5910.JPG,2209.jpg,5830.JPG,1440.jpg,2550.jpg,no,yes,no,no,no,no,1987652,1990068,1990318,1994900
49,cs30.bmp,no,yes,no,3160.JPG,2276.jpg,9265.jpg,9331.jpg,3300.jpg,9561.jpg,no,yes,no,no,no,no,1995910,1998868,1999118,2015524
49,cs9.bmp,no,yes,no,9320.jpg,9520.JPG,9611.jpg,6311.jpg,9000.jpg,9180.JPG,yes,no,no,no,no,no,2016557,2019084,2019334,2025300
49,cs15.bmp,yes,no,no,9432.jpg,6831.jpg,3300.jpg,7359.jpg,9265.jpg,9430.JPG,no,no,no,yes,no,no,2026313,2031300,2031550,2035244
49,cs24.bmp,no,no,yes,7504.jpg,2575.jpg,7080.jpg,5395.jpg,2580.jpg,7490.jpg,no,no,no,yes,no,no,2036249,2039395,2039645,2047492
