subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
7,1,1,0,Wneu02_.bmp,pos,face,B,40,2209.jpg,1000,maske_5.bmp,500,maske_11.bmp,960,cs14.bmp,cs8.bmp,cs7.bmp,cs2.bmp,cs16.bmp,Wneu02_.bmp,M16_.bmp,Mneu25_.bmp,W12.bmp,M12.bmp,nw24.bmp,nw9.bmp,nw30.bmp,nw5.bmp,nw15.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,148955,166899,170508,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,1,Mneu24_.bmp,pos,face,C,100,2091.jpg,1000,maske_2.bmp,500,maske_4.bmp,900,nw21.bmp,nw18.bmp,nw29.bmp,nw20.bmp,nw6.bmp,cs28.bmp,cs22.bmp,cs9.bmp,cs29.bmp,cs20.bmp,Mneu24_.bmp,W19.bmp,W17.bmp,Mneu05_.bmp,W07.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,173143,187380,188572,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,1,1,2,cs29.bmp,pos,product,C,100,2340.JPG,1000,maske_5.bmp,500,maske_8.bmp,900,nw18.bmp,nw20.bmp,nw6.bmp,nw21.bmp,nw29.bmp,cs28.bmp,cs29.bmp,cs20.bmp,cs22.bmp,cs9.bmp,W07.bmp,Mneu24_.bmp,W17.bmp,W19.bmp,Mneu05_.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,191049,191988,193348,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,1,1,3,W20.bmp,neg,face,C,100,9320.jpg,1000,maske_2.bmp,500,maske_1.bmp,900,W04.bmp,W03.bmp,Mneu01_.bmp,M18.bmp,W20.bmp,nw4.bmp,nw26.bmp,nw11.bmp,nw10.bmp,nw16.bmp,cs27.bmp,cs13.bmp,cs26.bmp,cs15.bmp,cs25.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,195826,198011,199843,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
7,1,1,4,nw7.bmp,neg,nonword,B,40,9430.JPG,1000,maske_5.bmp,500,maske_6.bmp,960,nw14.bmp,nw25.bmp,nw2.bmp,nw7.bmp,nw28.bmp,cs4.bmp,cs19.bmp,cs24.bmp,cs30.bmp,cs10.bmp,M02_.bmp,Wneu05_.bmp,M13.bmp,Mneu20_.bmp,PM04.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,202309,203708,204668,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
7,1,1,5,cs19.bmp,neg,product,B,40,2900.1.jpg,1000,maske_4.bmp,500,maske_11.bmp,960,nw2.bmp,nw28.bmp,nw25.bmp,nw7.bmp,nw14.bmp,cs4.bmp,cs30.bmp,cs19.bmp,cs10.bmp,cs24.bmp,Wneu05_.bmp,M02_.bmp,M13.bmp,PM04.bmp,Mneu20_.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,207133,209220,210420,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
7,1,1,6,cs6.bmp,pos,product,A,30,1440.jpg,1000,maske_7.bmp,500,maske_4.bmp,970,M14.bmp,Wneu01_.bmp,M07.bmp,W16.bmp,W02.bmp,cs5.bmp,cs6.bmp,cs11.bmp,cs1.bmp,cs21.bmp,nw8.bmp,nw3.bmp,nw27.bmp,nw17.bmp,nw13.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,212896,214732,216315,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
7,1,1,7,Mneu05_.bmp,pos,face,C,100,4626.jpg,1000,maske_10.bmp,500,maske_12.bmp,900,cs9.bmp,cs20.bmp,cs22.bmp,cs29.bmp,cs28.bmp,nw20.bmp,nw18.bmp,nw6.bmp,nw21.bmp,nw29.bmp,W07.bmp,W19.bmp,Mneu24_.bmp,W17.bmp,Mneu05_.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,218790,220364,221916,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
7,1,1,8,nw29.bmp,pos,nonword,C,100,1920.JPG,1000,maske_9.bmp,500,maske_7.bmp,900,cs29.bmp,cs28.bmp,cs9.bmp,cs20.bmp,cs22.bmp,Mneu24_.bmp,Mneu05_.bmp,W07.bmp,W19.bmp,W17.bmp,nw21.bmp,nw6.bmp,nw29.bmp,nw20.bmp,nw18.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,224426,227292,228804,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1
7,1,1,9,cs7.bmp,pos,product,B,40,2058.jpg,1000,maske_2.bmp,500,maske_12.bmp,960,cs2.bmp,cs8.bmp,cs14.bmp,cs7.bmp,cs16.bmp,nw5.bmp,nw15.bmp,nw24.bmp,nw30.bmp,nw9.bmp,M12.bmp,W12.bmp,Wneu02_.bmp,M16_.bmp,Mneu25_.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,231274,233507,234603,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1
