subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
6,1,1,0,PM04.bmp,pos,face,A,30,1463.jpg,1000,maske_7.bmp,500,maske_2.bmp,970,cs29.bmp,cs30.bmp,cs21.bmp,cs9.bmp,cs4.bmp,nw14.bmp,nw25.bmp,nw8.bmp,nw19.bmp,nw26.bmp,Mneu25_.bmp,W16.bmp,W02.bmp,M14.bmp,PM04.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,112162,155869,162062,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,1,Wneu01_.bmp,neg,face,B,40,2455.jpg,1000,maske_2.bmp,500,maske_7.bmp,960,cs6.bmp,cs8.bmp,cs10.bmp,cs16.bmp,cs15.bmp,M13.bmp,Wneu02_.bmp,Wneu01_.bmp,W04.bmp,W15.bmp,nw24.bmp,nw11.bmp,nw1.bmp,nw5.bmp,nw20.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,164706,189189,191525,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,2,cs5.bmp,pos,product,B,40,2340.JPG,1000,maske_2.bmp,500,maske_4.bmp,960,cs23.bmp,cs22.bmp,cs20.bmp,cs18.bmp,cs5.bmp,Wneu05_.bmp,M02_.bmp,W03.bmp,Mneu11_.bmp,W17.bmp,nw28.bmp,nw9.bmp,nw13.bmp,nw18.bmp,nw10.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,194012,216550,217662,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,3,Wneu02_.bmp,neg,face,B,40,9830.jpg,1000,maske_7.bmp,500,maske_8.bmp,960,cs10.bmp,cs15.bmp,cs6.bmp,cs16.bmp,cs8.bmp,nw20.bmp,nw24.bmp,nw5.bmp,nw1.bmp,nw11.bmp,Wneu02_.bmp,Wneu01_.bmp,W15.bmp,M13.bmp,W04.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,220131,230317,231294,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,4,nw4.bmp,neg,nonword,C,100,9430.JPG,1000,maske_5.bmp,500,maske_9.bmp,900,Mneu24_.bmp,W07.bmp,Mneu01_.bmp,Wneu03_.bmp,W12.bmp,cs7.bmp,cs14.bmp,cs24.bmp,cs28.bmp,cs17.bmp,nw21.bmp,nw4.bmp,nw12.bmp,nw16.bmp,nw6.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,233777,236166,238037,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,1,5,W07.bmp,neg,face,C,100,9220.jpg,1000,maske_2.bmp,500,maske_9.bmp,900,cs24.bmp,cs14.bmp,cs7.bmp,cs28.bmp,cs17.bmp,nw16.bmp,nw6.bmp,nw21.bmp,nw4.bmp,nw12.bmp,W12.bmp,Mneu01_.bmp,Wneu03_.bmp,W07.bmp,Mneu24_.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,240518,242757,244069,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,1,1,6,nw1.bmp,neg,nonword,B,40,9331.jpg,1000,maske_7.bmp,500,maske_10.bmp,960,Wneu01_.bmp,W15.bmp,Wneu02_.bmp,W04.bmp,M13.bmp,cs10.bmp,cs15.bmp,cs16.bmp,cs6.bmp,cs8.bmp,nw5.bmp,nw20.bmp,nw11.bmp,nw24.bmp,nw1.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,246554,248318,249558,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,1,1,7,Mneu18_.bmp,pos,face,C,100,7330.JPG,1000,maske_11.bmp,500,maske_1.bmp,900,nw2.bmp,nw7.bmp,nw27.bmp,nw23.bmp,nw17.bmp,Mneu05_.bmp,W19.bmp,W20.bmp,Mneu18_.bmp,M07.bmp,cs27.bmp,cs19.bmp,cs25.bmp,cs12.bmp,cs26.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,252036,254126,255821,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
6,1,1,8,nw7.bmp,pos,nonword,C,100,2040.jpg,1000,maske_10.bmp,500,maske_8.bmp,900,nw17.bmp,nw7.bmp,nw2.bmp,nw27.bmp,nw23.bmp,Mneu18_.bmp,W20.bmp,M07.bmp,Mneu05_.bmp,W19.bmp,cs12.bmp,cs26.bmp,cs25.bmp,cs27.bmp,cs19.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,258318,260357,261525,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
6,1,1,9,cs11.bmp,neg,product,A,30,2900.1.jpg,1000,maske_2.bmp,500,maske_3.bmp,970,nw15.bmp,nw22.bmp,nw3.bmp,nw30.bmp,nw29.bmp,cs11.bmp,cs2.bmp,cs13.bmp,cs1.bmp,cs3.bmp,M12.bmp,Mneu20_.bmp,Mneu04_.bmp,M18.bmp,M16_.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,264023,268158,269750,30,30,30,40,40,40,100,100,100,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
