subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
5,2,1,0,W17.bmp,pos,face,B,40,2260.JPG,1000,maske_9.bmp,500,maske_11.bmp,960,nw16.bmp,nw25.bmp,nw18.bmp,nw29.bmp,nw5.bmp,W03.bmp,W19.bmp,Wneu05_.bmp,W17.bmp,M13.bmp,cs17.bmp,cs5.bmp,cs7.bmp,cs26.bmp,cs15.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,109361,124638,127246,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,1,cs7.bmp,pos,product,B,40,2150.JPG,1000,maske_2.bmp,500,maske_5.bmp,960,cs26.bmp,cs5.bmp,cs17.bmp,cs15.bmp,cs7.bmp,W19.bmp,Wneu05_.bmp,M13.bmp,W03.bmp,W17.bmp,nw29.bmp,nw16.bmp,nw5.bmp,nw25.bmp,nw18.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,129868,137220,140478,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,2,M18.bmp,pos,face,A,30,2091.jpg,1000,maske_5.bmp,500,maske_3.bmp,970,W15.bmp,Mneu24_.bmp,W07.bmp,M18.bmp,M02_.bmp,cs2.bmp,cs19.bmp,cs3.bmp,cs11.bmp,cs25.bmp,nw20.bmp,nw26.bmp,nw13.bmp,nw17.bmp,nw11.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,142961,148236,150635,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,3,nw17.bmp,pos,nonword,A,30,1721.jpg,1000,maske_2.bmp,500,maske_1.bmp,970,nw17.bmp,nw20.bmp,nw26.bmp,nw11.bmp,nw13.bmp,W15.bmp,M18.bmp,Mneu24_.bmp,W07.bmp,M02_.bmp,cs19.bmp,cs11.bmp,cs25.bmp,cs2.bmp,cs3.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,153101,157550,163909,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,4,PM04.bmp,neg,face,C,100,9220.jpg,1000,maske_10.bmp,500,maske_2.bmp,900,M16_.bmp,W16.bmp,PM04.bmp,Mneu01_.bmp,Mneu20_.bmp,cs14.bmp,cs10.bmp,cs4.bmp,cs29.bmp,cs27.bmp,nw24.bmp,nw9.bmp,nw2.bmp,nw28.bmp,nw15.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,166385,168542,169892,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,1,5,nw18.bmp,pos,nonword,B,40,2216.jpg,1000,maske_11.bmp,500,maske_6.bmp,960,cs5.bmp,cs26.bmp,cs15.bmp,cs7.bmp,cs17.bmp,nw25.bmp,nw18.bmp,nw29.bmp,nw5.bmp,nw16.bmp,W03.bmp,W17.bmp,W19.bmp,M13.bmp,Wneu05_.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,172362,178607,179680,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,1,6,cs16.bmp,pos,product,C,100,2345.jpg,1000,maske_8.bmp,500,maske_5.bmp,900,W12.bmp,M14.bmp,Mneu11_.bmp,Mneu05_.bmp,Mneu04_.bmp,cs6.bmp,cs28.bmp,cs16.bmp,cs1.bmp,cs13.bmp,nw19.bmp,nw12.bmp,nw4.bmp,nw1.bmp,nw14.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,182162,184572,186205,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,2,1,7,cs30.bmp,neg,product,A,30,9435.jpg,1000,maske_12.bmp,500,maske_5.bmp,970,nw23.bmp,nw6.bmp,nw21.bmp,nw10.bmp,nw8.bmp,M07.bmp,W02.bmp,M12.bmp,Wneu03_.bmp,W20.bmp,cs22.bmp,cs24.bmp,cs30.bmp,cs21.bmp,cs23.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,188679,192577,194588,30,30,30,40,40,40,100,100,100,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,2,1,8,nw10.bmp,neg,nonword,A,30,2455.jpg,1000,maske_10.bmp,500,maske_12.bmp,970,M07.bmp,Wneu03_.bmp,M12.bmp,W20.bmp,W02.bmp,cs22.bmp,cs24.bmp,cs21.bmp,cs30.bmp,cs23.bmp,nw21.bmp,nw8.bmp,nw10.bmp,nw23.bmp,nw6.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,197056,200041,201237,30,30,30,40,40,40,100,100,100,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,2,1,9,cs3.bmp,pos,product,A,30,2209.jpg,1000,maske_12.bmp,500,maske_7.bmp,970,cs19.bmp,cs2.bmp,cs25.bmp,cs11.bmp,cs3.bmp,Mneu24_.bmp,M02_.bmp,W07.bmp,M18.bmp,W15.bmp,nw20.bmp,nw17.bmp,nw13.bmp,nw26.bmp,nw11.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,203715,205419,206304,30,30,30,40,40,40,100,100,100,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
