subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
4,1,1,0,nw15.bmp,neg,nonword,C,100,2455.jpg,1000,maske_2.bmp,500,maske_9.bmp,900,cs10.bmp,cs17.bmp,cs24.bmp,cs23.bmp,cs25.bmp,nw12.bmp,nw30.bmp,nw23.bmp,nw15.bmp,nw27.bmp,Wneu05_.bmp,Mneu04_.bmp,M07.bmp,Mneu05_.bmp,Mneu18_.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,124400,137879,141151,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,1,1,W07.bmp,pos,face,C,100,1440.jpg,1000,maske_12.bmp,500,maske_5.bmp,900,W07.bmp,Mneu25_.bmp,M13.bmp,W02.bmp,W20.bmp,cs18.bmp,cs1.bmp,cs29.bmp,cs3.bmp,cs15.bmp,nw10.bmp,nw2.bmp,nw28.bmp,nw16.bmp,nw8.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,143788,155015,155958,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,1,1,2,cs3.bmp,pos,product,C,100,1463.jpg,1000,maske_4.bmp,500,maske_11.bmp,900,W07.bmp,M13.bmp,W02.bmp,Mneu25_.bmp,W20.bmp,nw16.bmp,nw28.bmp,nw2.bmp,nw8.bmp,nw10.bmp,cs1.bmp,cs3.bmp,cs18.bmp,cs29.bmp,cs15.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,158471,159534,160526,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4,1,1,3,W16.bmp,neg,face,A,30,2276.jpg,1000,maske_10.bmp,500,maske_5.bmp,970,cs5.bmp,cs26.bmp,cs9.bmp,cs22.bmp,cs13.bmp,nw4.bmp,nw7.bmp,nw25.bmp,nw1.bmp,nw5.bmp,Wneu01_.bmp,Wneu03_.bmp,W16.bmp,Mneu24_.bmp,M18.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,163000,168514,169922,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4,1,1,4,nw16.bmp,pos,nonword,C,100,2260.JPG,1000,maske_3.bmp,500,maske_2.bmp,900,nw28.bmp,nw2.bmp,nw10.bmp,nw16.bmp,nw8.bmp,cs15.bmp,cs29.bmp,cs3.bmp,cs18.bmp,cs1.bmp,W20.bmp,M13.bmp,W02.bmp,Mneu25_.bmp,W07.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,172412,180709,181936,30,30,30,40,40,40,100,100,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
4,1,1,5,cs16.bmp,pos,product,A,30,2660.jpg,1000,maske_3.bmp,500,maske_6.bmp,970,nw19.bmp,nw18.bmp,nw22.bmp,nw26.bmp,nw14.bmp,W15.bmp,PM04.bmp,M12.bmp,Wneu02_.bmp,W03.bmp,cs14.bmp,cs6.bmp,cs12.bmp,cs11.bmp,cs16.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,184424,189694,190560,30,30,30,40,40,40,100,100,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
4,1,1,6,Mneu24_.bmp,neg,face,A,30,9830.jpg,1000,maske_9.bmp,500,maske_10.bmp,970,nw7.bmp,nw5.bmp,nw4.bmp,nw1.bmp,nw25.bmp,cs13.bmp,cs5.bmp,cs22.bmp,cs26.bmp,cs9.bmp,M18.bmp,Wneu03_.bmp,W16.bmp,Mneu24_.bmp,Wneu01_.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,193047,200960,202371,30,30,30,40,40,40,100,100,100,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
4,1,1,7,nw20.bmp,pos,nonword,B,40,8461.jpg,1000,maske_5.bmp,500,maske_3.bmp,960,nw29.bmp,nw20.bmp,nw3.bmp,nw17.bmp,nw11.bmp,M02_.bmp,W12.bmp,Mneu01_.bmp,W04.bmp,W17.bmp,cs20.bmp,cs7.bmp,cs2.bmp,cs19.bmp,cs21.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,204838,216515,217807,30,30,30,40,40,40,100,100,100,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
4,1,1,8,cs8.bmp,neg,product,B,40,3160.JPG,1000,maske_4.bmp,500,maske_9.bmp,960,cs30.bmp,cs4.bmp,cs28.bmp,cs8.bmp,cs27.bmp,M16_.bmp,W19.bmp,M14.bmp,Mneu20_.bmp,Mneu11_.bmp,nw9.bmp,nw13.bmp,nw21.bmp,nw24.bmp,nw6.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,220274,228025,228970,30,30,30,40,40,40,100,100,100,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
4,1,1,9,nw30.bmp,neg,nonword,C,100,3181.jpg,1000,maske_2.bmp,500,maske_1.bmp,900,cs17.bmp,cs23.bmp,cs25.bmp,cs10.bmp,cs24.bmp,nw15.bmp,nw27.bmp,nw23.bmp,nw12.bmp,nw30.bmp,Mneu04_.bmp,M07.bmp,Wneu05_.bmp,Mneu18_.bmp,Mneu05_.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,231462,233837,234905,30,30,30,40,40,40,100,100,100,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
