subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
9,2,1,0,W20.bmp,pos,face,B,40,1440.jpg,1000,maske_2.bmp,500,maske_5.bmp,960,W20.bmp,M14.bmp,W07.bmp,M16_.bmp,Wneu02_.bmp,cs29.bmp,cs9.bmp,cs21.bmp,cs19.bmp,cs11.bmp,nw9.bmp,nw18.bmp,nw2.bmp,nw13.bmp,nw19.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,256149,273909,279472,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1,1,M07.bmp,neg,face,B,40,7359.jpg,1000,maske_12.bmp,500,maske_5.bmp,960,cs27.bmp,cs20.bmp,cs15.bmp,cs7.bmp,cs16.bmp,W03.bmp,W17.bmp,M07.bmp,W02.bmp,Mneu25_.bmp,nw24.bmp,nw28.bmp,nw11.bmp,nw26.bmp,nw6.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,282088,291921,294158,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1,2,nw11.bmp,neg,nonword,B,40,9280.jpg,1000,maske_5.bmp,500,maske_12.bmp,960,nw28.bmp,nw24.bmp,nw6.bmp,nw26.bmp,nw11.bmp,W17.bmp,W02.bmp,M07.bmp,Mneu25_.bmp,W03.bmp,cs16.bmp,cs7.bmp,cs20.bmp,cs27.bmp,cs15.bmp,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,296628,304313,305569,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1,3,cs6.bmp,pos,product,C,100,1460.JPG,1000,maske_2.bmp,500,maske_5.bmp,900,W15.bmp,Wneu03_.bmp,W04.bmp,Mneu20_.bmp,M13.bmp,cs28.bmp,cs10.bmp,cs17.bmp,cs6.bmp,cs4.bmp,nw20.bmp,nw15.bmp,nw10.bmp,nw1.bmp,nw27.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,308028,309561,312034,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,2,1,4,nw7.bmp,neg,nonword,C,100,9320.jpg,1000,maske_3.bmp,500,maske_12.bmp,900,cs8.bmp,cs12.bmp,cs5.bmp,cs1.bmp,cs25.bmp,W12.bmp,Mneu11_.bmp,Mneu04_.bmp,Mneu05_.bmp,Wneu05_.bmp,nw30.bmp,nw21.bmp,nw7.bmp,nw5.bmp,nw17.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,314488,319031,319904,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,2,1,5,cs21.bmp,pos,product,B,40,5830.JPG,1000,maske_2.bmp,500,maske_7.bmp,960,nw13.bmp,nw2.bmp,nw18.bmp,nw19.bmp,nw9.bmp,Wneu02_.bmp,W07.bmp,M14.bmp,M16_.bmp,W20.bmp,cs29.bmp,cs9.bmp,cs19.bmp,cs21.bmp,cs11.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,322358,326092,327296,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,2,1,6,nw8.bmp,pos,nonword,A,30,2311.jpg,1000,maske_7.bmp,500,maske_8.bmp,970,nw23.bmp,nw16.bmp,nw29.bmp,nw12.bmp,nw8.bmp,M02_.bmp,Mneu18_.bmp,M12.bmp,W19.bmp,Mneu24_.bmp,cs22.bmp,cs26.bmp,cs18.bmp,cs14.bmp,cs13.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,329767,334430,335688,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,2,1,7,cs3.bmp,neg,product,A,30,9830.jpg,1000,maske_6.bmp,500,maske_4.bmp,970,nw25.bmp,nw22.bmp,nw3.bmp,nw4.bmp,nw14.bmp,cs30.bmp,cs24.bmp,cs3.bmp,cs23.bmp,cs2.bmp,Wneu01_.bmp,Mneu01_.bmp,M18.bmp,PM04.bmp,W16.bmp,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,338148,345147,346212,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,2,1,8,nw19.bmp,pos,nonword,B,40,1460.JPG,1000,maske_5.bmp,500,maske_7.bmp,960,M14.bmp,Wneu02_.bmp,W20.bmp,M16_.bmp,W07.bmp,nw19.bmp,nw13.bmp,nw2.bmp,nw18.bmp,nw9.bmp,cs9.bmp,cs29.bmp,cs21.bmp,cs19.bmp,cs11.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,348677,350220,351356,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,2,1,9,cs11.bmp,pos,product,B,40,2660.jpg,1000,maske_6.bmp,500,maske_4.bmp,960,Wneu02_.bmp,W07.bmp,W20.bmp,M16_.bmp,M14.bmp,cs21.bmp,cs9.bmp,cs11.bmp,cs29.bmp,cs19.bmp,nw2.bmp,nw9.bmp,nw19.bmp,nw18.bmp,nw13.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,353817,355407,356377,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
