subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
2,2,1,0,cs18.bmp,neg,product,C,100,9342.jpg,1000,maske_6.bmp,500,maske_4.bmp,900,nw18.bmp,nw3.bmp,nw15.bmp,nw13.bmp,nw29.bmp,cs30.bmp,cs28.bmp,cs19.bmp,cs18.bmp,cs26.bmp,Mneu20_.bmp,M16_.bmp,Mneu18_.bmp,Mneu05_.bmp,W04.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,89096,104876,106556,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,cs22.bmp,pos,product,C,100,1440.jpg,1000,maske_8.bmp,500,maske_12.bmp,900,Wneu05_.bmp,W12.bmp,Wneu01_.bmp,Wneu02_.bmp,W16.bmp,cs2.bmp,cs22.bmp,cs3.bmp,cs10.bmp,cs7.bmp,nw8.bmp,nw11.bmp,nw9.bmp,nw12.bmp,nw24.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,109307,125028,127812,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,2,Wneu03_.bmp,pos,face,A,30,2070.jpg,1000,maske_9.bmp,500,maske_12.bmp,970,cs13.bmp,cs27.bmp,cs23.bmp,cs24.bmp,cs14.bmp,nw19.bmp,nw23.bmp,nw22.bmp,nw28.bmp,nw1.bmp,W02.bmp,W15.bmp,M07.bmp,Mneu24_.bmp,Wneu03_.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,130495,144628,148363,30,30,30,40,40,40,100,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,3,W04.bmp,neg,face,C,100,2750.jpg,1000,maske_10.bmp,500,maske_2.bmp,900,Mneu18_.bmp,Mneu20_.bmp,M16_.bmp,Mneu05_.bmp,W04.bmp,nw15.bmp,nw13.bmp,nw3.bmp,nw18.bmp,nw29.bmp,cs28.bmp,cs18.bmp,cs26.bmp,cs19.bmp,cs30.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,150966,155675,158740,30,30,30,40,40,40,100,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2,2,1,4,nw13.bmp,neg,nonword,C,100,3300.jpg,1000,maske_11.bmp,500,maske_5.bmp,900,Mneu05_.bmp,Mneu18_.bmp,M16_.bmp,W04.bmp,Mneu20_.bmp,nw18.bmp,nw29.bmp,nw3.bmp,nw15.bmp,nw13.bmp,cs28.bmp,cs26.bmp,cs30.bmp,cs18.bmp,cs19.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,161331,163980,166355,30,30,30,40,40,40,100,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2,2,1,5,M18.bmp,pos,face,B,40,8420.JPG,1000,maske_3.bmp,500,maske_8.bmp,960,Mneu11_.bmp,W03.bmp,M13.bmp,M18.bmp,W20.bmp,nw6.bmp,nw17.bmp,nw26.bmp,nw10.bmp,nw25.bmp,cs12.bmp,cs1.bmp,cs25.bmp,cs9.bmp,cs6.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,168968,172683,173971,30,30,30,40,40,40,100,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2,2,1,6,W07.bmp,neg,face,B,40,2750.jpg,1000,maske_4.bmp,500,maske_2.bmp,960,cs5.bmp,cs16.bmp,cs17.bmp,cs8.bmp,cs15.bmp,W07.bmp,Mneu25_.bmp,W17.bmp,M12.bmp,Mneu04_.bmp,nw7.bmp,nw30.bmp,nw4.bmp,nw27.bmp,nw2.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,176568,178660,180828,30,30,30,40,40,40,100,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2,2,1,7,nw24.bmp,pos,nonword,C,100,1750.JPG,1000,maske_1.bmp,500,maske_2.bmp,900,Wneu02_.bmp,W12.bmp,Wneu05_.bmp,W16.bmp,Wneu01_.bmp,cs3.bmp,cs22.bmp,cs10.bmp,cs2.bmp,cs7.bmp,nw11.bmp,nw24.bmp,nw12.bmp,nw8.bmp,nw9.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,183426,187307,188643,30,30,30,40,40,40,100,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0
2,2,1,8,nw8.bmp,pos,nonword,C,100,1440.jpg,1000,maske_5.bmp,500,maske_12.bmp,900,cs7.bmp,cs3.bmp,cs10.bmp,cs22.bmp,cs2.bmp,nw11.bmp,nw9.bmp,nw8.bmp,nw12.bmp,nw24.bmp,W16.bmp,Wneu01_.bmp,W12.bmp,Wneu05_.bmp,Wneu02_.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,191249,192988,194380,30,30,30,40,40,40,100,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0
2,2,1,9,cs24.bmp,pos,product,A,30,1721.jpg,1000,maske_11.bmp,500,maske_7.bmp,970,cs14.bmp,cs24.bmp,cs13.bmp,cs27.bmp,cs23.bmp,Mneu24_.bmp,M07.bmp,Wneu03_.bmp,W02.bmp,W15.bmp,nw19.bmp,nw1.bmp,nw28.bmp,nw23.bmp,nw22.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,196966,200715,202307,30,30,30,40,40,40,100,100,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0
