subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
8,2,1,0,cs9.bmp,pos,product,C,100,5910.JPG,1000,maske_12.bmp,500,maske_8.bmp,900,W04.bmp,W12.bmp,M14.bmp,M07.bmp,Mneu04_.bmp,cs12.bmp,cs22.bmp,cs13.bmp,cs30.bmp,cs9.bmp,nw3.bmp,nw11.bmp,nw15.bmp,nw17.bmp,nw13.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,96788,124690,128349,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2,1,1,nw2.bmp,neg,nonword,C,100,2053.JPG,1000,maske_5.bmp,500,maske_11.bmp,900,cs19.bmp,cs29.bmp,cs6.bmp,cs7.bmp,cs17.bmp,Mneu01_.bmp,W20.bmp,Wneu02_.bmp,W16.bmp,M02_.bmp,nw1.bmp,nw19.bmp,nw21.bmp,nw2.bmp,nw18.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,130978,197814,199809,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,2,1,2,nw17.bmp,pos,nonword,C,100,2345.jpg,1000,maske_3.bmp,500,maske_12.bmp,900,Mneu04_.bmp,M14.bmp,W04.bmp,W12.bmp,M07.bmp,nw3.bmp,nw17.bmp,nw11.bmp,nw15.bmp,nw13.bmp,cs22.bmp,cs9.bmp,cs30.bmp,cs12.bmp,cs13.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,202267,204007,205656,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,3,W07.bmp,pos,face,B,40,2071.jpg,1000,maske_1.bmp,500,maske_5.bmp,960,M13.bmp,Mneu05_.bmp,W03.bmp,M16_.bmp,W07.bmp,nw12.bmp,nw8.bmp,nw4.bmp,nw10.bmp,nw27.bmp,cs5.bmp,cs4.bmp,cs18.bmp,cs23.bmp,cs11.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,208106,212516,214247,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,4,cs16.bmp,neg,product,A,30,7359.jpg,1000,maske_2.bmp,500,maske_6.bmp,970,nw22.bmp,nw5.bmp,nw26.bmp,nw16.bmp,nw30.bmp,Wneu01_.bmp,Mneu11_.bmp,Wneu05_.bmp,Mneu18_.bmp,W15.bmp,cs16.bmp,cs14.bmp,cs26.bmp,cs2.bmp,cs1.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,216707,226203,227556,30,30,30,40,40,40,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,5,cs25.bmp,pos,product,A,30,4626.jpg,1000,maske_4.bmp,500,maske_6.bmp,970,M18.bmp,Wneu03_.bmp,Mneu24_.bmp,W02.bmp,M12.bmp,cs10.bmp,cs8.bmp,cs20.bmp,cs3.bmp,cs25.bmp,nw24.bmp,nw20.bmp,nw6.bmp,nw29.bmp,nw28.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,230017,236391,237938,30,30,30,40,40,40,100,100,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,6,W19.bmp,neg,face,B,40,9611.jpg,1000,maske_7.bmp,500,maske_5.bmp,960,Mneu25_.bmp,W17.bmp,Mneu20_.bmp,PM04.bmp,W19.bmp,cs21.bmp,cs15.bmp,cs28.bmp,cs27.bmp,cs24.bmp,nw7.bmp,nw23.bmp,nw25.bmp,nw9.bmp,nw14.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,240396,245202,246782,30,30,30,40,40,40,100,100,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,7,W15.bmp,neg,face,A,30,9530.JPG,1000,maske_4.bmp,500,maske_1.bmp,970,nw30.bmp,nw5.bmp,nw16.bmp,nw26.bmp,nw22.bmp,cs1.bmp,cs16.bmp,cs26.bmp,cs2.bmp,cs14.bmp,Wneu01_.bmp,Mneu18_.bmp,Mneu11_.bmp,W15.bmp,Wneu05_.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,249256,255721,257114,30,30,30,40,40,40,100,100,100,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,8,W02.bmp,pos,face,A,30,8461.jpg,1000,maske_12.bmp,500,maske_10.bmp,970,M18.bmp,W02.bmp,M12.bmp,Mneu24_.bmp,Wneu03_.bmp,nw28.bmp,nw6.bmp,nw20.bmp,nw29.bmp,nw24.bmp,cs20.bmp,cs10.bmp,cs3.bmp,cs25.bmp,cs8.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,259566,265156,266482,30,30,30,40,40,40,100,100,100,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,9,cs24.bmp,neg,product,B,40,9320.jpg,1000,maske_5.bmp,500,maske_3.bmp,960,nw23.bmp,nw9.bmp,nw25.bmp,nw7.bmp,nw14.bmp,W17.bmp,Mneu25_.bmp,Mneu20_.bmp,W19.bmp,PM04.bmp,cs28.bmp,cs27.bmp,cs21.bmp,cs24.bmp,cs15.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,268936,275793,276675,30,30,30,40,40,40,100,100,100,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,2,1,10,cs2.bmp,neg,product,A,30,9331.jpg,1000,maske_11.bmp,500,maske_3.bmp,970,W15.bmp,Wneu05_.bmp,Mneu18_.bmp,Mneu11_.bmp,Wneu01_.bmp,nw22.bmp,nw5.bmp,nw16.bmp,nw30.bmp,nw26.bmp,cs26.bmp,cs14.bmp,cs16.bmp,cs1.bmp,cs2.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,279135,285827,289679,30,30,30,40,40,40,100,100,100,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
