subject_nr,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
34,2,1,0,nw29.bmp,pos,nonword,C,100,5830.JPG,1000,maske_2.bmp,500,maske_10.bmp,900,nw29.bmp,nw8.bmp,nw17.bmp,nw25.bmp,nw10.bmp,cs10.bmp,cs21.bmp,cs17.bmp,cs15.bmp,cs14.bmp,Mneu18_.bmp,Mneu25_.bmp,PM04.bmp,Wneu02_.bmp,M02_.bmp,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,43183,44332,49936,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,2,1,1,cs16.bmp,pos,product,B,40,2040.jpg,1000,maske_6.bmp,500,maske_11.bmp,960,cs3.bmp,cs1.bmp,cs16.bmp,cs30.bmp,cs7.bmp,nw22.bmp,nw1.bmp,nw14.bmp,nw20.bmp,nw13.bmp,Mneu11_.bmp,Wneu01_.bmp,M12.bmp,Mneu20_.bmp,Mneu01_.bmp,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,52584,53707,54507,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,2,1,2,nw23.bmp,pos,nonword,A,30,1920.JPG,1000,maske_8.bmp,500,maske_11.bmp,970,cs22.bmp,cs4.bmp,cs24.bmp,cs13.bmp,cs8.bmp,nw28.bmp,nw18.bmp,nw4.bmp,nw23.bmp,nw9.bmp,M07.bmp,W03.bmp,W15.bmp,Mneu24_.bmp,W02.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,57041,57774,59418,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,2,1,3,cs26.bmp,neg,product,B,40,9561.jpg,1000,maske_1.bmp,500,maske_12.bmp,960,nw24.bmp,nw21.bmp,nw7.bmp,nw19.bmp,nw5.bmp,cs9.bmp,cs28.bmp,cs20.bmp,cs29.bmp,cs26.bmp,W07.bmp,M14.bmp,M13.bmp,W16.bmp,W17.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,61902,62922,63607,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,2,1,4,Mneu05_.bmp,neg,face,A,30,9330.jpg,1000,maske_12.bmp,500,maske_5.bmp,970,Mneu05_.bmp,Wneu03_.bmp,M18.bmp,M16_.bmp,W19.bmp,nw11.bmp,nw30.bmp,nw15.bmp,nw2.bmp,nw3.bmp,cs5.bmp,cs18.bmp,cs2.bmp,cs12.bmp,cs23.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,66100,67062,69705,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,2,1,5,nw9.bmp,pos,nonword,A,30,2341.jpg,1000,maske_4.bmp,500,maske_8.bmp,970,Mneu24_.bmp,M07.bmp,W03.bmp,W02.bmp,W15.bmp,nw23.bmp,nw4.bmp,nw28.bmp,nw18.bmp,nw9.bmp,cs13.bmp,cs8.bmp,cs22.bmp,cs4.bmp,cs24.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,72194,73765,74689,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,2,1,6,nw27.bmp,neg,nonword,C,100,3160.JPG,1000,maske_11.bmp,500,maske_5.bmp,900,Wneu05_.bmp,W20.bmp,W04.bmp,W12.bmp,Mneu04_.bmp,nw26.bmp,nw27.bmp,nw12.bmp,nw16.bmp,nw6.bmp,cs27.bmp,cs11.bmp,cs25.bmp,cs6.bmp,cs19.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,77183,78266,79090,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34,2,1,7,cs21.bmp,pos,product,C,100,1710.JPG,1000,maske_3.bmp,500,maske_9.bmp,900,nw10.bmp,nw17.bmp,nw8.bmp,nw25.bmp,nw29.bmp,M02_.bmp,Wneu02_.bmp,PM04.bmp,Mneu18_.bmp,Mneu25_.bmp,cs10.bmp,cs15.bmp,cs14.bmp,cs17.bmp,cs21.bmp,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,81596,82718,83579,30,30,30,40,40,40,100,100,100,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
34,2,1,8,cs8.bmp,pos,product,A,30,2080.jpg,1000,maske_8.bmp,500,maske_11.bmp,970,M07.bmp,W02.bmp,Mneu24_.bmp,W03.bmp,W15.bmp,cs4.bmp,cs24.bmp,cs13.bmp,cs22.bmp,cs8.bmp,nw18.bmp,nw4.bmp,nw9.bmp,nw28.bmp,nw23.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,86065,86947,87993,30,30,30,40,40,40,100,100,100,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
34,2,1,9,nw2.bmp,neg,nonword,A,30,9342.jpg,1000,maske_11.bmp,500,maske_4.bmp,970,cs18.bmp,cs5.bmp,cs12.bmp,cs2.bmp,cs23.bmp,nw11.bmp,nw30.bmp,nw2.bmp,nw3.bmp,nw15.bmp,Wneu03_.bmp,M18.bmp,Mneu05_.bmp,M16_.bmp,W19.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,90489,91472,92111,30,30,30,40,40,40,100,100,100,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
