CS,CS_rating,CS_recall,CS_recognition,CS_valence_rat,US,age,correct_US_recog,correct_recall_response,correct_recognition_response,extinction_rat,extinction_recall,extinction_recog,form_var,paired_US_recall,paired_US_word_cap,rehearsal,response_chinese_response,response_rating_response,response_recall_response,response_recognition_response,response_seriousness_response,response_sex_response,response_strategy,subject_nr,title
"pic13.BMP","NA","NA","NA","NA","Freundlichkeit_skaliert.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic13.BMP","NA","NA","NA","NA","Freundlichkeit_skaliert.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic104.bmp","NA","NA","NA","NA","Anmaßung.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic115.bmp","NA","NA","NA","NA","ANERKENNUNG.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic22.BMP","NA","NA","NA","NA","Phantasie_skaliert.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic69_a.bmp","NA","NA","NA","NA","Bedrohung.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic29.BMP","NA","NA","NA","NA","BEGEISTERUNG.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic22.BMP","NA","NA","NA","NA","Phantasie_skaliert.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic82_a.bmp","NA","NA","NA","NA","Brutalität.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
"pic93.BMP","NA","NA","NA","NA","Fröhlichkeit_skaliert.png","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1","","15","EC_extinction_cued_recall_2"
