CS,CS_rating,CS_recall,CS_recognition,CS_valence_rat,US,age,correct_US_recog,correct_recall_response,correct_recognition_response,extinction_rat,extinction_recall,extinction_recog,form_var,paired_US_recall,paired_US_word_cap,rehearsal,response_chinese_response,response_rating_response,response_recall_response,response_recognition_response,response_seriousness_response,response_sex_response,response_strategy,subject_nr,title
"pic58_a.bmp","NA","NA","NA","NA","Vertrauen_skaliert.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic147.BMP","NA","NA","NA","NA","Gesundheit_skaliert.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic82_a.bmp","NA","NA","NA","NA","Zerstörung.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic145.BMP","NA","NA","NA","NA","Todeskampf.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic144.BMP","NA","NA","NA","NA","Herzlichkeit_skaliert.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic21.BMP","NA","NA","NA","NA","Anmaßung.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic145.BMP","NA","NA","NA","NA","Todeskampf.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic13.BMP","NA","NA","NA","NA","Fieberwahn.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic9.BMP","NA","NA","NA","NA","ANERKENNUNG.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
"pic58_a.bmp","NA","NA","NA","NA","Vertrauen_skaliert.png","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","","5","EC_extinction_cued_recall_2"
